"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Nfib",1.98222110710489e-183,-0.69514112622966,0.133,0.279,4.11370346357478e-179
"Nol4",1.19533367339048e-181,-0.70268920400127,0.293,0.467,2.48067597238726e-177
"Dlgap2",4.66211046478551e-180,0.330682067523807,0.925,0.914,9.67527784756938e-176
"Tubb4a",5.4822399820116e-180,-0.874444580005445,0.191,0.347,1.13772926346687e-175
"Myo5b",2.04243196932377e-178,-1.24421698992804,0.223,0.37,4.23865906593763e-174
"Mcc",2.78306548636406e-178,-0.863612892278555,0.184,0.338,5.77569580385134e-174
"Ptgds",1.86526048388431e-177,-0.964321608846313,0.169,0.313,3.8709750822051e-173
"AABR07015057.1",4.49991700602577e-177,-0.995190413997211,0.123,0.26,9.33867776260528e-173
"Fnbp1",2.44982916662126e-175,-0.697836568220715,0.355,0.516,5.0841304694891e-171
"Tmeff2",9.52654370478782e-175,-0.470992743415926,0.626,0.757,1.97704361505462e-170
"Il1rapl1",6.49456927928129e-174,0.279175547445368,0.979,0.93,1.34781796252925e-169
"Cacna2d1",1.9912495741243e-173,0.433224538557632,0.816,0.763,4.13244024118016e-169
"Kctd16",2.44096405962992e-173,0.366852857206302,0.898,0.823,5.06573271294998e-169
"Resp18",9.05917658952878e-173,-0.503680356110919,0.408,0.591,1.88005091762491e-168
"Tenm3",2.35622231300834e-172,-0.600885799310992,0.697,0.805,4.88986816618621e-168
"Kcnj3",4.23986900062278e-171,-0.56893062114871,0.251,0.419,8.79900013699246e-167
"LOC100360856",3.58188427906891e-170,-1.07675739680802,0.144,0.282,7.4334844443517e-166
"Tf",3.52380560567614e-169,-0.857568571415638,0.189,0.338,7.31295377345969e-165
"Npas3",6.76953968422475e-169,-0.690612351776687,0.204,0.359,1.40488257066716e-164
"Agpat4",3.35665273874223e-168,-0.829465537306991,0.12,0.254,6.96606142871174e-164
"Kcnab1",1.59262958453263e-167,0.33639890273143,0.908,0.866,3.30518417678056e-163
"Nkain3",8.2350150417715e-167,-1.04206930495607,0.374,0.513,1.70901267161884e-162
"Ly6h",2.13254141179497e-166,-0.580294138854079,0.386,0.562,4.42566319189811e-162
"Ano4",1.19505006477539e-163,-0.615628708767276,0.392,0.552,2.48008739942837e-159
"Rora",4.392339107372e-162,0.339807221884536,0.951,0.903,9.11542134952912e-158
"Cpeb1",5.23201958228655e-162,-0.931977405828096,0.121,0.251,1.08580102391193e-157
"Pld5",5.04511620158556e-161,-1.42704997342211,0.138,0.266,1.04701296531505e-156
"Dnm3",6.75116711766736e-161,-0.380613098514702,0.711,0.827,1.40106971192951e-156
"Dlg2",2.49376777071585e-160,0.165092696056326,0.995,0.998,5.17531625456661e-156
"Qki",4.12034330509833e-160,-0.634034304028657,0.516,0.647,8.55094846107056e-156
"St6galnac3",4.95917618219355e-160,-0.484778183648093,0.284,0.45,1.02917783309063e-155
"Ptprg",6.8565756856173e-159,-0.658476930501044,0.407,0.561,1.42294515203616e-154
"Elmod1",5.31102037972876e-158,0.48322785333028,0.759,0.7,1.10219605940511e-153
"Kirrel3",1.08822584124151e-155,0.361265894843656,0.916,0.87,2.25839508832851e-151
"Cacnb2",2.26696031049568e-155,0.375609739608993,0.913,0.909,4.70462273237168e-151
"Mctp1",1.42739270464043e-154,0.410708639699333,0.848,0.817,2.96226807994028e-150
"Enah",2.13836496795745e-153,-0.627711006489954,0.36,0.521,4.43774881800209e-149
"Fstl4",2.3206023044182e-150,0.582879144988274,0.661,0.577,4.81594596235908e-146
"Cadm1",4.29003613329885e-150,-0.360387086510603,0.82,0.903,8.90311198743511e-146
"Runx1t1",4.73441863872857e-150,0.446833277320638,0.748,0.638,9.82533900095339e-146
"Syndig1",6.37824681418859e-149,0.560784736830213,0.648,0.546,1.32367756134856e-144
"Nrp1",8.30433356714476e-148,-0.845917980178817,0.162,0.296,1.72339834518955e-143
"Garnl3",2.97801169788017e-146,-0.763813413857831,0.175,0.313,6.18026767661071e-142
"Dpp10",3.91295862249384e-145,-0.442455168497586,0.702,0.793,8.12056302926147e-141
"Ankrd44",6.63614231946914e-145,-0.745249459284073,0.138,0.267,1.37719861555943e-140
"Zfat",7.23403175378017e-145,-0.777803250510859,0.152,0.284,1.501278609862e-140
"Cpne8",2.19494352817542e-144,-0.83633476980422,0.176,0.311,4.55516630402245e-140
"Gnal",3.68593882688337e-144,0.407788066485222,0.794,0.736,7.64942884743106e-140
"Lmo7",1.38748881061878e-143,0.52323042234044,0.647,0.544,2.87945552867716e-139
"Msi2",1.11068786200846e-142,-0.550671665258379,0.303,0.464,2.30501052002616e-138
"Sorcs1",1.79278924748018e-142,0.407051970125161,0.858,0.807,3.72057552529562e-138
"Fstl5",6.20587558466308e-142,-0.784472291986107,0.359,0.502,1.28790536008513e-137
"Fermt2",6.21522599928055e-142,-0.726480105033814,0.141,0.27,1.28984585163069e-137
"Pde1c",2.81706014387276e-141,0.757121367063776,0.604,0.512,5.84624491657914e-137
"ENSRNOG00000070519",1.27579113099926e-139,-0.826783857586173,0.128,0.25,2.64764933416277e-135
"Pde10a",3.71604763866506e-139,0.326242277346372,0.916,0.858,7.71191366452161e-135
"Kcnip1",5.97918870865241e-139,-0.360290257852457,0.132,0.259,1.24086103270664e-134
"Opcml",4.05687293589767e-138,-0.358660012972902,0.715,0.832,8.41922840386843e-134
"Synpr",7.32105901192328e-137,0.52788288402155,0.669,0.563,1.51933937674444e-132
"Ralyl",1.16263274660508e-136,-0.85620038666871,0.705,0.772,2.41281173902952e-132
"Baiap2",4.11245266933372e-136,0.424645522645609,0.754,0.677,8.53457302466826e-132
"Actb",6.80442946511069e-136,-0.443394889176996,0.429,0.594,1.41212324689442e-131
"Nap1l5",1.45106282160231e-135,-0.649071143937326,0.171,0.306,3.01139067367128e-131
"Ptpro",2.64703008062155e-135,-0.730387763956629,0.156,0.284,5.49338152631391e-131
"Daam1",6.59751500067348e-135,-0.536241548190866,0.32,0.476,1.36918228808977e-130
"Caly",1.16133887613479e-134,-0.419140894075058,0.534,0.691,2.41012656964253e-130
"Mest",3.6514403553223e-133,-0.803498580912744,0.234,0.374,7.57783416940038e-129
"Atp1b1",5.22999919568635e-133,-0.328776096360851,0.683,0.806,1.08538173308079e-128
"Dip2a",2.64180501168074e-132,-0.741539900244228,0.134,0.256,5.48253794074104e-128
"Fat3",4.35628622491668e-132,0.473216802588309,0.737,0.681,9.04060080256959e-128
"Erbb4",2.53726466153613e-131,-0.110485328239862,0.512,0.685,5.26558535208593e-127
"Dgkg",4.32017838598753e-130,-1.05961764254894,0.246,0.371,8.96566620443992e-126
"Rnf220",1.44109672233995e-129,-0.767745377912462,0.14,0.26,2.9907080278721e-125
"Slain1",1.22709195214863e-127,-0.627368126509231,0.255,0.396,2.54658392829405e-123
"Hsp90aa1",1.44962444656415e-127,-0.417476309175334,0.425,0.588,3.00840561395458e-123
"Pcsk2",2.09709555685054e-127,0.428438354252759,0.783,0.716,4.35210240913192e-123
"AC125757.1",5.11188888890308e-127,-0.362593063287492,0.422,0.587,1.06087030111406e-122
"Alcam",1.37852102121398e-126,0.345624798349932,0.861,0.805,2.86084467532537e-122
"Cdc42bpa",1.41396458716751e-126,-0.406309499183152,0.716,0.814,2.93440070774874e-122
"Cadm2",1.79069192098936e-126,0.292522773129233,0.968,0.956,3.71622294362921e-122
"Grm7",5.19887758288069e-126,0.257335632270914,0.939,0.9,1.07892306477523e-121
"Cdk14",1.1932474076729e-125,-0.608244076072332,0.233,0.372,2.47634634514358e-121
"Dcx",3.42468208203282e-125,-0.731154636630967,0.137,0.255,7.1072427248427e-121
"Pak1",1.76814924939617e-124,-0.623298494667753,0.205,0.339,3.66944013727187e-120
"Car12",7.49558742423052e-124,0.64414313080964,0.535,0.432,1.55555925815056e-119
"Grm8",1.70036192982824e-122,-0.408989212400388,0.231,0.366,3.52876111297254e-118
"Peg3",3.86114497889198e-122,-0.425667292775882,0.607,0.727,8.01303417469453e-118
"Ppp3ca",6.00397289989142e-122,0.252461453177324,0.959,0.96,1.24600449591447e-117
"Hdac9",7.22094468299699e-122,-0.782456390415468,0.349,0.489,1.49856265006236e-117
"Nav3",1.53538579735642e-121,-0.366321846195139,0.881,0.917,3.18638614525379e-117
"Atp2a2",6.3847179583406e-121,-0.551876038291832,0.403,0.547,1.32502051789443e-116
"Cdh13",5.19444632457505e-120,-0.542284508640206,0.455,0.593,1.07800344573906e-115
"Pard3",1.31497618613145e-118,0.337120776240526,0.836,0.775,2.72897007907859e-114
"Lrfn5",6.3430397183139e-118,-0.327883821299761,0.856,0.922,1.31637103274168e-113
"ENSRNOG00000069588",7.50412323422885e-117,-0.249888803083997,0.984,0.989,1.55733069479951e-112
"Galntl6",2.31788548588375e-116,-0.443025229890676,0.65,0.755,4.81030774885454e-112
"Septin7",3.03444944084245e-115,-0.528410593689093,0.464,0.588,6.29739292458033e-111
"Trhde",4.53136449464294e-115,-0.923678694282537,0.149,0.259,9.40394073573249e-111
"Pde8b",4.95157063257341e-115,0.463762138088856,0.692,0.619,1.02759945337796e-110
"Nav1",8.24000371685848e-115,-0.498701807219236,0.3,0.444,1.71004797135964e-110
"Hcn1",8.40864600439729e-115,-0.64748847529775,0.422,0.542,1.74504630529257e-110
"Celf4",1.76179713670282e-114,0.382149225514049,0.809,0.777,3.65625759779936e-110
"Rnf130",4.28540700377536e-113,-0.399998347941721,0.439,0.586,8.893505154935e-109
"Ttll5",5.86565506752158e-113,-0.477603958337106,0.381,0.522,1.21729939616275e-108
"Cacna1c",9.54385512721334e-112,0.323484259167264,0.869,0.83,1.98063625455058e-107
"Pard3b",2.74201464265114e-110,-0.840343550607223,0.168,0.283,5.69050298789391e-106
"Lrrtm4",2.80918816875518e-109,-0.308110251765962,0.904,0.938,5.82990820661763e-105
"Adcy5",8.82913078435301e-109,0.381879885501475,0.739,0.669,1.83230951167678e-104
"Srgap2",6.40964325916991e-108,-0.468479427376518,0.394,0.54,1.33019326557553e-103
"Syn2",2.26637902726219e-107,0.360485866683588,0.787,0.73,4.70341639527722e-103
"Dcc",3.43203697807176e-107,0.241294845433018,0.938,0.913,7.12250634059232e-103
"Cnr1",3.69540519080023e-107,-0.577613900690852,0.153,0.266,7.66907439246772e-103
"Lcorl",5.63744919421847e-107,-0.506386699904843,0.323,0.462,1.16993983127616e-102
"Samd4a",1.05721697271977e-106,-0.480262475303327,0.207,0.336,2.19404238348534e-102
"Unc5c",1.8385019033142e-106,-0.358436637575704,0.497,0.63,3.81544299994795e-102
"Sv2c",2.13744695517118e-106,0.520330042476353,0.614,0.536,4.43584366606674e-102
"Nova1",3.60018325068293e-106,-0.38419238460686,0.635,0.748,7.47146030014229e-102
"Schip1",1.14478861124256e-105,-0.361184287781474,0.807,0.873,2.37577980491169e-101
"Atp2b4",1.99884310265555e-105,-0.602232056463474,0.151,0.263,4.14819909094106e-101
"Macrod2",2.26087141585056e-105,0.231653280400808,0.98,0.982,4.69198644931467e-101
"Eml6",4.89955630037279e-105,-0.388292784374394,0.559,0.691,1.01680491901637e-100
"Ppp1r2",6.65326551235134e-105,0.672530162425979,0.494,0.408,1.38075219177827e-100
"Hsp90ab1",8.04970067295258e-105,-0.383378677309898,0.446,0.597,1.67055438065785e-100
"Dgki",1.42478438256278e-104,0.311509694370809,0.858,0.822,2.95685502913254e-100
"Pkp4",6.66678826398645e-104,-0.351553945968856,0.63,0.744,1.38355856842511e-99
"Slit3",8.12655284728797e-104,0.355471959363657,0.782,0.72,1.68650351239767e-99
"Cobl",1.50804456198826e-103,0.442462209385517,0.666,0.589,3.12964487949424e-99
"Strip2",3.69515398395042e-103,0.551500552224959,0.575,0.485,7.6685530628923e-99
"Scd2",5.09851158523164e-103,-0.692192069119911,0.155,0.265,1.05809410928312e-98
"Pgap1",7.12348145537287e-103,-0.516768792317327,0.274,0.408,1.47833610643353e-98
"Map4k3",2.59708560246355e-102,-0.465991323851068,0.372,0.511,5.38973175079262e-98
"Galnt13",6.31377866404739e-102,0.261452461787473,0.925,0.908,1.31029848614975e-97
"Cacna2d2",9.02887576002621e-102,-0.552972975643857,0.208,0.332,1.87376258647824e-97
"Cracd",5.87612258276405e-101,-0.461228500399975,0.357,0.494,1.21947171960102e-96
"RGD1310951",5.91932316195041e-101,-0.521103865566454,0.194,0.314,1.22843713579957e-96
"Slco3a1",1.11940526971848e-100,-0.497643095788068,0.321,0.453,2.32310175624676e-96
"Mt-atp6",2.15816806545144e-99,-0.640213123866031,0.182,0.296,4.47884618623137e-95
"Foxp1",2.63632816479295e-99,0.29752474138887,0.845,0.792,5.47117184039481e-95
"Galnt16",3.10391438423696e-99,-0.605062044285231,0.23,0.353,6.44155352160697e-95
"Ntrk2",3.68592131932877e-99,-0.307024685290332,0.629,0.748,7.649392514003e-95
"Adamts3",3.72755578606099e-99,0.606653040630367,0.491,0.396,7.73579652281237e-95
"Nnat",4.84885865534169e-99,-0.538363024680595,0.245,0.369,1.00628363674306e-94
"Septin4",1.2324275408677e-98,-0.629993168831811,0.239,0.357,2.55765687556275e-94
"Kcnn2",1.47503344744738e-98,-0.486146500871023,0.403,0.532,3.06113691348756e-94
"Ccdc50",1.95695635021036e-98,-0.466799175756429,0.224,0.351,4.06127151359157e-94
"Hnrnpa2b1",4.26987738146413e-98,-0.3415993620162,0.556,0.686,8.86127652975252e-94
"Lrrk2",5.50199838310035e-98,0.468540313061643,0.629,0.551,1.14182972444482e-93
"Chrm3",1.43657042611213e-97,-0.538746285980194,0.173,0.285,2.9813146053105e-93
"LOC360998",2.38935187960629e-96,-0.604054662842725,0.185,0.299,4.95862195574693e-92
"Mgat4c",2.7336334476625e-96,0.571772654065534,0.534,0.447,5.67310949393398e-92
"Anks1b",2.87430241516869e-96,0.174382828162825,0.991,0.989,5.96503980219958e-92
"Dock7",3.05580253374305e-96,-0.450307378319236,0.412,0.546,6.34170699827695e-92
"Traf3",4.05250353771891e-96,-0.554164356275148,0.219,0.339,8.41016059182806e-92
"Csmd1",2.25421424750995e-95,0.190034879933896,0.975,0.973,4.6781708278574e-91
"LOC103690742",4.12181622872268e-95,-0.44655520765792,0.435,0.562,8.55400521946818e-91
"Dtnb",5.55927749949201e-95,0.347358513334096,0.771,0.735,1.15371685946958e-90
"Fras1",2.70502144214129e-94,0.449908807016386,0.633,0.557,5.61373099887582e-90
"Lrrtm3",1.4899032376995e-92,0.359164036474453,0.789,0.749,3.09199618919778e-88
"Ppfia2",1.61253676999782e-92,-0.313620417024881,0.846,0.899,3.34649755877648e-88
"Prkcb",3.59307764341383e-92,0.322461063303898,0.829,0.812,7.45671403337672e-88
"Afdn",9.5084069500309e-91,-0.353204416831069,0.471,0.608,1.97327969433991e-86
"Kcnc2",1.52099141184107e-90,-0.326830124550926,0.176,0.286,3.15651347699377e-86
"Zdbf2",1.61596445887536e-90,-0.531772999750932,0.348,0.475,3.35361104150403e-86
"Bin1",3.86899061937032e-90,-0.446217604797892,0.322,0.449,8.02931623237923e-86
"Stmn2",1.03726787566057e-89,-0.474276987645546,0.266,0.389,2.15264202235837e-85
"Large1",1.56944631002731e-89,0.339312006738845,0.768,0.726,3.25707192719967e-85
"Cep112",2.43514192908718e-89,-0.469453336972845,0.402,0.529,5.05365004543461e-85
"Eps15",6.33786830340808e-89,-0.497957381066301,0.189,0.301,1.31529780900628e-84
"Sfmbt1",8.74125717525564e-89,-0.391896273000827,0.406,0.539,1.8140731015808e-84
"Zbtb20",1.72112639657161e-88,0.303640500123437,0.855,0.793,3.57185361080507e-84
"Rtn4",6.62717350320851e-88,-0.395203126609482,0.463,0.59,1.37533731712086e-83
"Wdfy2",2.46057444298113e-87,-0.541648729162773,0.161,0.265,5.10643014151874e-83
"Ank3",2.37886260157179e-86,0.180372634572491,0.98,0.977,4.93685355704193e-82
"Rapgef6",3.87717475281916e-86,0.309236472658321,0.814,0.775,8.0463007645256e-82
"Hspa8",4.76281265031776e-86,-0.478461386856774,0.148,0.251,9.88426509320445e-82
"Plxdc2",1.45883870161371e-85,-0.429435780705007,0.425,0.552,3.02752795745893e-81
"Nell2",2.29456151584897e-85,0.379647335254955,0.704,0.647,4.76190351384137e-81
"Sarnp",2.77799944272509e-84,-0.385213925199552,0.329,0.462,5.76518224348737e-80
"Camk2g",3.3670286432287e-84,-0.465015303195586,0.181,0.289,6.98759454329251e-80
"Fth1",5.49537018214464e-83,-0.368075442947998,0.258,0.384,1.14045417390048e-78
"Zfhx3",9.66569206983152e-83,-0.540334148971963,0.319,0.433,2.00592107525214e-78
"Sobp",1.92849839111572e-82,-0.433400686342582,0.337,0.464,4.00221271108246e-78
"Lzts3",1.97275557920122e-82,0.559244873975844,0.54,0.472,4.09405965351628e-78
"Cntn6",2.01372193176796e-82,-0.506260622209171,0.266,0.38,4.17907712499805e-78
"Rasal2",5.15242308270974e-82,-0.344173117624527,0.599,0.708,1.06928236235475e-77
"LOC108352541",7.98224936297174e-82,-0.438263216393807,0.186,0.292,1.65655621029753e-77
"Vps8",1.9231120276508e-81,-0.477479918273779,0.219,0.33,3.99103439098371e-77
"Arhgap23",2.11709171105244e-81,-0.524383899065236,0.162,0.261,4.39360042794712e-77
"Ubb",3.78534720028764e-81,-0.304555429487019,0.397,0.541,7.85573104475694e-77
"Atp2b1",1.0748597440203e-80,0.244233090010634,0.899,0.862,2.23065642676532e-76
"Gabrg1",2.16243277458012e-80,-0.580441074986782,0.206,0.31,4.48769673708612e-76
"Bcl11b",2.91418174286207e-80,0.357661434660071,0.674,0.598,6.04780137096166e-76
"AABR07025986.2",4.96504627817375e-80,0.270670104679986,0.891,0.839,1.0303960541094e-75
"Arl6ip1",1.53171796279963e-79,-0.405891193677092,0.182,0.289,3.17877428819808e-75
"Rnf150",1.65748498069793e-79,0.38024882253155,0.693,0.65,3.43977858044241e-75
"Pcdh7",1.67248570044872e-79,-0.294744646759332,0.65,0.752,3.47090957414123e-75
"Dpp6",2.349125636167e-79,0.24305461536472,0.945,0.945,4.87514043273738e-75
"Mlip",1.20049439480568e-78,0.837324496951808,0.345,0.264,2.49138601754023e-74
"Smurf2",5.37681224641755e-78,-0.461538564531705,0.383,0.502,1.11584984549903e-73
"Pbx3",5.70718844864836e-78,0.342061472460504,0.793,0.729,1.18441281874799e-73
"Rev3l",7.33645461601334e-78,-0.332168168009318,0.525,0.644,1.52253442646125e-73
"Zmiz1",1.02418060167503e-77,-0.446973464112774,0.2,0.306,2.1254820026562e-73
"Hectd2",2.81962253490302e-77,-0.413386164624519,0.335,0.458,5.85156264668424e-73
"Npas2",3.00706973821415e-77,0.425564024624007,0.613,0.548,6.24057182771582e-73
"Plxna2",4.62713472496277e-77,0.459000864598451,0.584,0.524,9.60269269471524e-73
"Pde3b",5.67809853027696e-77,-0.379617318565377,0.36,0.483,1.17837578798838e-72
"Taf1d",6.11286827342783e-77,-0.35186718831605,0.361,0.491,1.26860355278448e-72
"Col25a1",9.6444047523266e-77,-0.675612857631801,0.438,0.54,2.00150331825034e-72
"Hdac4",2.6155648241229e-76,-0.405069045910121,0.239,0.351,5.42808167950225e-72
"Usp29",3.35916697574378e-76,-0.311347578435188,0.661,0.756,6.97127922476107e-72
"Rheb",3.84158576352765e-76,-0.44869884101204,0.212,0.32,7.97244293504893e-72
"Chd6",4.28108413959893e-76,-0.31382310128604,0.551,0.67,8.88453391490965e-72
"Hs6st3",7.02168792742159e-76,-0.649812154645572,0.305,0.411,1.4572108955778e-71
"Mfn1",8.73116987110812e-76,-0.377944653789546,0.299,0.419,1.81197968335107e-71
"Gng7",1.01856192411289e-75,0.371789230689709,0.651,0.58,2.11382156111148e-71
"Nexn",2.90496002916755e-75,0.608439095665245,0.43,0.349,6.02866354853141e-71
"Fam13b",3.20874846262029e-75,-0.345427254188277,0.399,0.526,6.65911568447588e-71
"Tuba1a",3.65085485800863e-75,-0.325916300808352,0.371,0.5,7.5766190868253e-71
"Cdh7",4.24688873920487e-75,-0.654119502892324,0.195,0.292,8.81356820047187e-71
"ENSRNOG00000064891",4.53754077762413e-75,0.777354081563153,0.328,0.245,9.41675837580336e-71
"Eea1",5.03860686743418e-75,-0.344204840312788,0.319,0.446,1.04566208319861e-70
"Ahi1",5.66805310418965e-75,-0.210869600929749,0.913,0.947,1.17629106071248e-70
"Itm2b",5.71187583538036e-75,-0.283680481011682,0.364,0.495,1.18538559211649e-70
"Arid4b",9.13799659117637e-75,-0.323350745576641,0.491,0.615,1.89640843256683e-70
"Tax1bp1",1.3584706593659e-74,-0.371860529077358,0.294,0.413,2.81923415938205e-70
"Eml2",1.63100865159026e-74,-0.44113913599685,0.231,0.34,3.38483225464527e-70
"Ptprd",3.34183044010136e-74,0.202774029189237,0.948,0.917,6.93530071234236e-70
"Phlpp2",5.92533301423584e-74,-0.429295237784459,0.221,0.329,1.22968436044436e-69
"Ncald",5.94850345555261e-73,-0.47740626680368,0.306,0.418,1.23449292213083e-68
"Aplp1",1.46767536215641e-72,-0.363595619052506,0.331,0.452,3.04586667908321e-68
"Oxr1",2.51857151305579e-72,-0.325881362939787,0.543,0.651,5.22679146104469e-68
"Kif13a",5.10384598051599e-72,-0.343939689156698,0.254,0.365,1.05920115633648e-67
"Atg4c",1.29413442262924e-71,-0.410169373844124,0.219,0.324,2.68571716728245e-67
"Kalrn",2.24163244339277e-71,0.153026718358194,0.921,0.923,4.65205980977301e-67
"Gaa",5.95531463136597e-71,-0.409209176141568,0.23,0.338,1.23590644544738e-66
"Gabbr2",9.07783687811035e-71,-0.402074661644677,0.233,0.338,1.88392348731424e-66
"Pld3",1.19306515969401e-70,-0.376704064965539,0.26,0.374,2.47596812591297e-66
"Usp9x",1.58156040298959e-70,-0.239368641738616,0.763,0.843,3.28221230432429e-66
"Ssh1",1.97952863995093e-70,-0.563082760555778,0.173,0.268,4.10811578649017e-66
"Tecr",1.99782918484629e-70,-0.310135208446297,0.361,0.487,4.1460949073115e-66
"Zmat4",2.53120868719443e-70,-0.322093775391303,0.215,0.319,5.2530173885346e-66
"Pafah1b1",4.791771471177e-70,-0.250942445518578,0.675,0.773,9.94436333413364e-66
"Tenm4",5.60030389904748e-70,0.316029138440197,0.783,0.762,1.16223106816932e-65
"Ywhaq",8.06873427862868e-70,-0.385471546260334,0.235,0.343,1.67450442484381e-65
"Cep170",1.12858518384325e-69,-0.319451925911921,0.423,0.544,2.3421528320299e-65
"Gtdc1",3.20917790561483e-69,-0.309330952637678,0.456,0.576,6.66000690752246e-65
"Pcsk1n",3.92871241420958e-69,-0.279985526238241,0.502,0.632,8.15325687320915e-65
"Acaca",6.65260919858779e-69,0.60940701644907,0.432,0.362,1.38061598698292e-64
"N4bp2",7.05451622617334e-69,-0.481014730895277,0.174,0.267,1.46402375241775e-64
"Vav3",8.62648352885471e-69,0.451513667331331,0.539,0.469,1.79025412674322e-64
"Slc12a2",2.0141383118783e-68,-0.365759849380007,0.263,0.371,4.17994123864105e-64
"Cdh18",3.31534883360535e-68,-0.424367713670006,0.409,0.512,6.88034343438119e-64
"Aff2",3.39242953730488e-68,-0.469462245854512,0.252,0.357,7.04030901876883e-64
"Lims1",4.26164202665199e-68,-0.418340986183718,0.192,0.289,8.84418569791087e-64
"Zcchc18",5.22188816003388e-68,-0.451152296135565,0.18,0.276,1.08369844985183e-63
"Ulk2",5.58891815376325e-68,-0.313768802501555,0.444,0.567,1.15986818445049e-63
"Ssh2",7.59594240775613e-68,-0.25671126580209,0.714,0.799,1.57638592788163e-63
"Gabrb3",7.8760532753477e-68,0.184777789113656,0.94,0.946,1.63451733623291e-63
"Ddhd2",1.41866129368878e-67,-0.331264950979321,0.38,0.501,2.94414778279233e-63
"Adam10",8.77095963528082e-67,-0.411010447060679,0.214,0.315,1.82023725310983e-62
"Foxn3",1.96867208437059e-66,-0.261828109267857,0.255,0.367,4.08558517669429e-62
"Disp2",1.98545235609887e-66,-0.407751542984764,0.224,0.327,4.12040927461199e-62
"Actg1",2.45459131292402e-66,-0.342477943844776,0.222,0.328,5.09401335171121e-62
"Me3",3.6754445953268e-66,0.380676935573442,0.65,0.606,7.62765016868171e-62
"Cfl1",4.54651556803271e-66,-0.335128347260939,0.205,0.307,9.43538375833827e-62
"Gria1",4.89724528714581e-66,0.158052559430636,0.949,0.955,1.01632531444137e-61
"Myo1d",7.49634702212922e-66,-0.409228897013192,0.189,0.285,1.55571689750248e-61
"Eif4g2",1.08487244076995e-65,-0.415150801096756,0.18,0.275,2.25143577632987e-61
"Tpp2",3.11348027539285e-65,-0.315866890196503,0.373,0.493,6.46140561552279e-61
"Dock3",3.31407270324856e-65,0.178483347594534,0.939,0.938,6.87769508105174e-61
"Cntn4",5.4561417582537e-65,-0.341385217253947,0.596,0.686,1.13231309909039e-60
"Ints6",6.05062264140478e-65,-0.341158195513964,0.361,0.478,1.25568571677073e-60
"Dennd5a",7.05476555324889e-65,-0.373610805927534,0.258,0.363,1.46407549526574e-60
"Cadps",8.48415619224703e-65,-0.204902358245741,0.723,0.808,1.76071693457703e-60
"Ccdc88a",1.22623569063449e-64,-0.222248654487967,0.751,0.827,2.54480692877376e-60
"Dock9",4.17186316588201e-64,-0.342519419623308,0.306,0.417,8.65786762815493e-60
"Smarca5",4.33812190603642e-64,-0.358465966510634,0.273,0.379,9.00290439159738e-60
"Trerf1",5.12102131788404e-64,0.3326054079006,0.704,0.679,1.06276555410047e-59
"Olfm3",5.44926629747842e-64,0.533864165099609,0.546,0.484,1.1308862347157e-59
"Kif26b",1.81873471581315e-63,-0.508995151736588,0.173,0.262,3.77442015572703e-59
"Osbpl6",3.17171298836997e-63,-0.384879747223764,0.371,0.483,6.5822559647642e-59
"RGD1564053",5.88053528905313e-63,0.388390145602094,0.683,0.661,1.2203874885372e-58
"Smc6",1.14540251095752e-62,-0.365191961161284,0.303,0.412,2.37705383099014e-58
"Mbnl2",1.75347354609149e-62,0.23072963100027,0.871,0.853,3.63898365020367e-58
"Stmn4",1.77842112133489e-62,-0.387484723726407,0.226,0.326,3.69075735310629e-58
"Slc38a2",2.10979266608266e-62,-0.376699428044102,0.204,0.3,4.37845271992134e-58
"Kctd1",3.58451348988851e-62,0.457314369366713,0.528,0.471,7.43894084556562e-58
"Slc35f3",4.11299508670323e-62,0.324701498972208,0.713,0.687,8.53569870343522e-58
"Itch",5.64619518393327e-62,-0.324433725614129,0.306,0.418,1.17175488652167e-57
"Sorbs1",5.88502738964694e-62,0.292265410689451,0.768,0.741,1.22131973417343e-57
"Arid1b",1.30092761771832e-61,0.275234515549198,0.775,0.755,2.69981508505083e-57
"Slc4a4",1.32048804557146e-61,0.262481703823195,0.727,0.642,2.74040884097444e-57
"Saraf",1.59315357246468e-61,-0.411808042777593,0.162,0.25,3.30627160893595e-57
"Chst1",2.17572198143022e-61,-0.357581086706571,0.225,0.326,4.51527582806213e-57
"Spats2l",2.42824453851093e-61,-0.415919241214068,0.182,0.273,5.03933589077173e-57
"Grin2b",3.773416740266e-61,0.174436614408554,0.909,0.906,7.83097176107404e-57
"Arhgap5",3.80938287254929e-61,-0.335504650466638,0.312,0.422,7.90561227540154e-57
"Ngef",4.07113413118611e-61,0.392604116802454,0.605,0.558,8.44882466245053e-57
"Sncaip",4.73797480207709e-61,-0.293583600845384,0.168,0.257,9.83271910675058e-57
"Cacng3",5.53541135311097e-61,0.562065435990232,0.446,0.384,1.14876391811112e-56
"Stox2",5.61321327478451e-61,0.27319275584968,0.777,0.755,1.16491015091603e-56
"Nebl",8.65596818226233e-61,0.251603251535039,0.803,0.774,1.7963730768649e-56
"Acsl4",9.52029382988318e-61,-0.373029004272903,0.211,0.308,1.97574657851566e-56
"Mt-nd1",2.32171190979421e-60,-0.356153854996884,0.222,0.32,4.81824872639592e-56
"Washc4",2.50024455550142e-60,-0.333027311332983,0.179,0.271,5.18875752603209e-56
