"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Cmip",9.28951924744197e-105,0.523654747225309,0.47,0.317,1.92785392942163e-100
"Nrg1",3.33582489227146e-103,-0.269676199086331,0.891,0.948,6.92283739893095e-99
"Tmeff2",2.29749308385572e-102,0.393111997688877,0.695,0.544,4.76798739692577e-98
"Pde1a",1.06039160413768e-101,0.424533043090143,0.474,0.319,2.20063069606693e-97
"LOC103691527",1.97434188485102e-98,0.530347274844669,0.364,0.228,4.09735171363133e-94
"Zcchc9",3.05162696383701e-98,0.44241807433602,0.565,0.407,6.33304143805095e-94
"Samd4a",3.51208417187117e-98,0.632496304627468,0.306,0.181,7.28862828188424e-94
"Cdk10",3.5371958432235e-96,0.442137620638485,0.528,0.369,7.34074253344173e-92
"Ano3",3.72013956552761e-96,-0.409839633649637,0.687,0.759,7.72040564033945e-92
"Zswim6",6.67238609024662e-95,-0.437968662865445,0.696,0.755,1.38472028530888e-90
"Grm5",1.29196741094186e-90,-0.203284032973371,0.974,0.977,2.68121996792764e-86
"Dock10",2.41978592199177e-89,0.53513331028678,0.536,0.4,5.02178172390953e-85
"Cttnbp2",7.50120636261468e-89,-0.296041936865379,0.871,0.897,1.55672535643342e-84
"Caly",2.3039499359118e-87,0.451900115478719,0.546,0.396,4.78138730199775e-83
"Iqce",1.40857308461574e-86,0.499992316818257,0.33,0.204,2.92321172250304e-82
"Gabrg1",1.56926003441507e-86,0.783052480216708,0.263,0.156,3.2566853494216e-82
"Arid5b",4.37377490162914e-86,0.629868222732096,0.313,0.195,9.07689505335096e-82
"Pid1",5.15396637817536e-86,0.531426542620243,0.343,0.219,1.06960264246273e-81
"Slc8a1",5.8059316019015e-85,0.499884810514333,0.637,0.493,1.20490498534262e-80
"Dach1",1.23422718604225e-82,-0.48928605365886,0.54,0.634,2.56139167919347e-78
"Rabggtb",1.70739831575514e-82,0.521170447019887,0.314,0.194,3.54336372468665e-78
"Brinp3",2.36337332534705e-82,0.444348397278323,0.517,0.381,4.90470866209274e-78
"Ttc28",9.89185702217457e-82,0.640091131969369,0.287,0.177,2.05285708781189e-77
"Fgf14",7.74279941159163e-81,-0.160652199264652,0.994,0.993,1.60686316188761e-76
"Zmynd8",8.6655149026809e-81,0.340895878729594,0.685,0.537,1.79835430775337e-76
"Cdh4",1.43520458304291e-80,0.454908594042902,0.46,0.326,2.97848007118895e-76
"Nnat",5.27758444610261e-80,0.536458908534625,0.337,0.222,1.09525710009967e-75
"LOC304725.1",1.16828585803747e-79,0.33793837137625,0.597,0.457,2.42454364118517e-75
"Ppp3ca",2.38079340336696e-79,-0.217972749810832,0.962,0.963,4.94086055000744e-75
"Srgap3",9.98073268778615e-79,0.319405507102364,0.682,0.536,2.07130145469626e-74
"Taf1d",1.27133590369289e-78,0.375299966387719,0.53,0.386,2.63840340093385e-74
"Pcsk1n",1.36687361896415e-78,0.493070864772728,0.485,0.345,2.83667282143629e-74
"Csmd1",1.48712955122547e-78,-0.214220075716682,0.97,0.98,3.08623995765822e-74
"Lrrc23",1.27457713484852e-77,0.537588965887293,0.278,0.167,2.64512992795114e-73
"Spock3",2.78718816986026e-77,-0.295729794885398,0.908,0.902,5.78425160891099e-73
"Dcc",3.40509287983023e-76,-0.217358814092173,0.946,0.945,7.06658925351167e-72
"Daam1",5.23287754152347e-76,0.473190557588408,0.408,0.282,1.08597907619237e-71
"Lpin2",2.91548772833382e-75,0.51788058308448,0.322,0.209,6.05051168261118e-71
"Ccdc85a",2.66240426388056e-73,0.691223766670174,0.294,0.19,5.52528756883133e-69
"Prpf4b",5.20615878108238e-73,0.24776467643738,0.853,0.745,1.08043413183803e-68
"Ndufc2",5.58943995903805e-72,0.402128739500125,0.364,0.239,1.15997647469917e-67
"Dgkg",3.88189584227801e-71,0.628949911840692,0.324,0.214,8.05609844147956e-67
"LOC103690742",6.32772763410833e-71,0.423170536991938,0.542,0.409,1.3131933159065e-66
"Grik2",1.99663656056617e-70,-0.21248978993161,0.968,0.969,4.14361985414297e-66
"Agap1",3.90522559761658e-70,0.307798338782404,0.734,0.611,8.1045146827337e-66
"Cacnb4",4.73252235329631e-69,-0.283409857200978,0.831,0.844,9.82140363979583e-65
"Mapt",1.35553704630534e-68,0.27529361996456,0.823,0.71,2.81314603219748e-64
"Foxp1",2.36172640156693e-68,-0.262779149511696,0.822,0.874,4.90129080117185e-64
"Zfhx3",2.69180796939918e-68,0.493084557949859,0.372,0.257,5.58630907889411e-64
"Zfp566",2.04041504961044e-67,0.416731682538288,0.325,0.212,4.23447335245655e-63
"Slco3a1",4.4210428106774e-67,0.550212080101169,0.388,0.274,9.1749901449988e-63
"Parp8",8.15898077873007e-67,0.581025750508195,0.325,0.222,1.69323328100985e-62
"Fam227a",1.35511506125856e-66,0.486170577924356,0.292,0.189,2.81227028662988e-62
"Cacnb2",1.8162017004738e-66,-0.268326748922014,0.917,0.927,3.76916338899328e-62
"Fus",2.34351888234019e-65,0.294451135637584,0.696,0.562,4.86350473652059e-61
"Sntg1",2.92754979944797e-65,0.284587727951936,0.826,0.737,6.07554409879437e-61
"Chchd10",4.62481192096281e-65,-0.871781054890323,0.258,0.335,9.59787217957411e-61
"Macrod2",4.73025122855287e-65,-0.188793345554433,0.98,0.984,9.81669037461576e-61
"Sgsm1",5.81203686454014e-65,0.495855867401347,0.308,0.203,1.20617201049802e-60
"Grb10",1.17047105352466e-64,0.361972115835362,0.524,0.395,2.42907857737973e-60
"Camk4",2.50078241856038e-64,-0.360057093525991,0.704,0.751,5.18987375323835e-60
"Plxdc2",6.7604737104018e-64,0.399496259148601,0.497,0.374,1.40300110911969e-59
"Elmo1",1.32836468071154e-63,0.19259959299726,0.723,0.595,2.75675522188066e-59
"Shisa9",1.84171156791995e-63,-0.283407793712173,0.819,0.844,3.82210401690427e-59
"Usp54",1.99040026987486e-63,0.531225790975109,0.395,0.283,4.13067768007129e-59
"Ctif",2.88829166216014e-63,0.502008594016509,0.294,0.193,5.99407168648094e-59
"Cacna2d2",3.23765074033876e-63,0.472155512078826,0.284,0.181,6.71909658142503e-59
"Tenm1",3.64227577687335e-63,0.372172363454278,0.665,0.543,7.55881491974526e-59
"Atp2b1",6.44481946560948e-63,-0.244375250826133,0.876,0.907,1.33749338369793e-58
"Caln1",6.66108391769454e-63,-0.272494406538057,0.826,0.852,1.38237474543915e-58
"Dscam",8.76676782032681e-63,0.642575630960561,0.294,0.202,1.81936732575242e-58
"Hdac9",1.86689384074552e-62,0.641663582913764,0.415,0.307,3.87436478769918e-58
"Ankrd6",3.71385208395767e-62,0.483152748877446,0.27,0.173,7.70735722983735e-58
"Nav1",3.85708343155166e-62,0.411373409776047,0.387,0.272,8.00460524549917e-58
"Ppargc1a",6.09760908096207e-62,-0.260099581450946,0.901,0.914,1.26543681257206e-57
"Rarb",9.17066556398287e-62,-0.224696009739457,0.816,0.876,1.90318822449336e-57
"Pde4b",3.02472568978109e-61,-0.362486578165501,0.801,0.824,6.2772132240027e-57
"Klhl32",7.97909156504593e-61,0.396493765851787,0.358,0.249,1.65590087249398e-56
"Map7",1.07451550199292e-60,0.301364453035708,0.596,0.466,2.2299420212859e-56
"Cnksr2",3.33586987519682e-60,-0.241034411298127,0.848,0.885,6.92293075199595e-56
"Pde7b",3.9532360399588e-60,-0.343605950096065,0.796,0.835,8.2041507537265e-56
"AABR07025986.2",4.56274876395903e-60,-0.232492411332935,0.882,0.924,9.46907250984417e-56
"Gabrb1",5.58770750232994e-60,0.245193751773231,0.882,0.799,1.15961693795853e-55
"Cacng8",3.45131265831524e-59,0.402114664579979,0.363,0.252,7.16250915980163e-55
"Usp22",6.80981536703809e-59,0.35172497282676,0.402,0.285,1.41324098312141e-54
"Pgap1",8.17233828268873e-59,0.399429403955754,0.378,0.267,1.69600536380639e-54
"Ptprg",2.24357510061507e-58,0.374927575889196,0.477,0.361,4.65609140630646e-54
"Kazn",6.94564356914185e-58,0.278981410312992,0.733,0.622,1.44142940990401e-53
"Dpm1",7.47649025865676e-58,0.329688196268856,0.461,0.338,1.55159602337904e-53
"Disp2",1.05810781848596e-57,0.460195069719655,0.299,0.2,2.19589115570392e-53
"Slit3",1.12697996896089e-57,-0.284951233752593,0.752,0.799,2.33882152958454e-53
"Map2",1.40112448316539e-57,0.208279416773053,0.931,0.877,2.90775363991313e-53
"Alcam",3.50828936917474e-57,-0.266956312908154,0.853,0.872,7.28075292784834e-53
"Srrm2",5.47336631956642e-57,0.240064545409251,0.829,0.721,1.13588771229962e-52
"Slc24a3",6.18166455889148e-57,0.38459773791518,0.383,0.277,1.28288084590675e-52
"Ublcp1",5.18346489409795e-56,0.391670890881707,0.33,0.225,1.07572446947215e-51
"Nalf1",9.99076445551704e-56,0.34319539754036,0.586,0.486,2.07338334745345e-51
"Mctp1",1.11403042438395e-55,-0.213176311600804,0.835,0.876,2.31194733972401e-51
"AABR07021536.1",2.69567175490911e-55,0.329060631403136,0.54,0.416,5.59432759296288e-51
"Htr4",9.37992393258561e-55,0.368129742224941,0.347,0.24,1.94661561372949e-50
"Ncam1",9.96163790567505e-55,0.20944576002081,0.895,0.827,2.06733871456474e-50
"Snx24",1.29079848429261e-54,0.335585862147989,0.455,0.337,2.67879409445246e-50
"Ptprz1",1.30208528513222e-54,0.342804098633813,0.429,0.313,2.7022175922349e-50
"Gpr158",1.45469152415703e-54,-0.36457691028983,0.785,0.789,3.01892132008309e-50
"Rgs9",1.94212911677072e-54,-0.356547126237181,0.633,0.68,4.03050055603428e-50
"Foxn3",2.54628203072871e-54,0.46468681774152,0.323,0.227,5.28429909837128e-50
"Ly6h",3.83842275898954e-54,0.372610080348222,0.443,0.33,7.96587875173099e-50
"Mast4",4.04155027841638e-54,0.677642640756102,0.286,0.2,8.38742929279751e-50
"Grip1",5.41853836654038e-54,-0.313595494989077,0.922,0.924,1.12450926720812e-49
"LOC100909434",3.1017774000091e-53,0.401820165558226,0.296,0.2,6.43711863823889e-49
"RGD1309104",3.43979406908728e-53,0.359956406021348,0.362,0.256,7.13860463157683e-49
"Fech",3.56476834784826e-53,0.426330873645194,0.267,0.176,7.39796375228949e-49
"Tnr",4.05028724839206e-53,0.45331069157133,0.293,0.2,8.40556112658805e-49
"Usp29",4.40525190960663e-53,0.27898157051113,0.726,0.617,9.14221928800664e-49
"Ankrd55",7.6292699805157e-53,0.411062458358025,0.277,0.183,1.58330239905642e-48
"Zdbf2",9.12703967525939e-53,0.362284509681195,0.413,0.302,1.89413454380658e-48
"ENSRNOG00000067970",1.90943587872482e-52,-0.410924955861996,0.79,0.792,3.96265227911761e-48
"Hm13",2.78516546639928e-52,0.346057841117515,0.33,0.228,5.78005389241843e-48
"Ckb",3.17180894654357e-52,-0.795726458083954,0.291,0.354,6.58245510676187e-48
"Spata7",5.80577246314884e-52,0.37142887077889,0.312,0.216,1.20487195927728e-47
"Slc24a2",5.85767386822831e-52,-0.356095113340631,0.655,0.689,1.21564305787342e-47
"Nova1",1.27192809681665e-51,0.31175684178355,0.729,0.623,2.63963237932358e-47
"Gtf3c2",1.31945438935239e-51,0.288954982675405,0.43,0.313,2.73826369422302e-47
"Acadsb",1.61767668782885e-51,0.344575596904759,0.393,0.285,3.35716443025122e-47
"Wwox",2.50175864547181e-51,0.277660121493465,0.62,0.503,5.19189971694764e-47
"Maml2",2.94330986470265e-51,0.505258331467813,0.267,0.18,6.10825096221742e-47
"Tafa5",3.61431253380673e-51,0.363435073043313,0.383,0.278,7.50078280140912e-47
"Hnrnpa2b1",5.7448646377647e-51,0.247427027089191,0.692,0.567,1.19223175827531e-46
"Shank2",6.07094186371939e-51,0.323310951512959,0.474,0.355,1.25990256497768e-46
"Atrnl1",6.86549783469266e-51,-0.366086135153415,0.625,0.659,1.42479676563377e-46
"Slit2",7.68053600839495e-51,0.507153917842915,0.317,0.226,1.5939416378222e-46
"Arpp21",7.9335030209946e-51,-0.246414286441095,0.807,0.836,1.64643988194701e-46
"AABR07032097.1",9.87903763742082e-51,0.372863663333671,0.541,0.432,2.05019668089394e-46
"Dlgap1",9.9878720468416e-51,0.124671970944798,0.677,0.545,2.07278308588104e-46
"Gad2",1.06305023716702e-50,0.263253803451188,0.588,0.457,2.20614815719272e-46
"Dpyd",1.23724805634644e-50,0.372326498505185,0.422,0.317,2.56766089133578e-46
"Ddrgk1",1.41172006292532e-50,0.356438271309321,0.324,0.224,2.92974264658891e-46
"Homer1",1.80052695274124e-50,-0.312777485750772,0.715,0.738,3.73663358502389e-46
"Lzts3",2.04778235869612e-50,0.275925174694058,0.647,0.53,4.24976272900206e-46
"Acvr2a",2.16607531564096e-50,0.328494809959044,0.48,0.369,4.49525610254968e-46
"Rps6ka2",2.372205451753e-50,0.29815695304631,0.634,0.519,4.92303797402301e-46
"Ccdc50",4.32503977778061e-50,0.401902724383809,0.307,0.214,8.97575505082811e-46
"Cdh11",6.21780775642225e-50,-0.470824371629216,0.46,0.515,1.29038164369031e-45
"Klhl29",7.73832675083473e-50,0.254239482020172,0.8,0.698,1.60593495060073e-45
"Galnt16",2.21045729349503e-49,0.463154828199996,0.299,0.209,4.58736202119023e-45
"Pard3",4.75832495944076e-49,-0.270574808451994,0.827,0.811,9.87495178832742e-45
"Prpf6",7.54399057042289e-49,0.302329369749303,0.417,0.305,1.56560436307986e-44
"Lrp1b",8.38564852485894e-49,-0.187135447549456,0.945,0.96,1.74027363836398e-44
"Dscaml1",1.20691723005537e-48,0.301786193628156,0.498,0.379,2.5047153275339e-44
"Snrnp40",1.98555729053091e-48,0.414244748897332,0.252,0.168,4.1206270450388e-44
"RGD1308134",2.82790593580336e-48,0.271082604053887,0.309,0.21,5.86875318857271e-44
"Senp7",5.31950170121528e-48,0.27654088226719,0.469,0.354,1.10395618805321e-43
"Fmnl2",8.07878869100084e-48,0.393605544489852,0.367,0.272,1.6765910170434e-43
"Sez6l2",1.69037204038121e-47,0.231609671682897,0.551,0.425,3.50802909540313e-43
"Tmtc2",2.53959849733547e-47,0.367839460626292,0.333,0.238,5.2704287615203e-43
"Snrpn",2.72884589044687e-47,-0.335678305060025,0.657,0.667,5.66317387644439e-43
"Mvb12b",2.93464091272971e-47,0.299625421414337,0.425,0.315,6.09026028618796e-43
"Trpc5",2.93901159094678e-47,0.434749197100519,0.251,0.168,6.09933075469185e-43
"Kcnh5",3.35893553123737e-47,0.532023340597896,0.263,0.178,6.97079890797691e-43
"Cdh12",3.39192573597733e-47,-0.284952770257335,0.519,0.59,7.03926347987376e-43
"Inpp5b",3.39569793908649e-47,0.425290356860748,0.266,0.181,7.0470919329862e-43
"Cntn5",5.60820103878463e-47,-0.251692438636101,0.875,0.898,1.16386996157898e-42
"Rims2",6.67686961834538e-47,-0.15697670374838,0.973,0.973,1.38565075189522e-42
"Vat1l",9.91216666436644e-47,0.374005106039927,0.284,0.195,2.05707194785597e-42
"Tmem132d",1.33112687317188e-46,0.311718931688386,0.426,0.322,2.76248759989359e-42
"Nek4",1.34653524818272e-46,0.325638887799488,0.27,0.182,2.7944646005536e-42
"Zcchc8",1.44749876853823e-46,0.310853181446974,0.276,0.187,3.00399419434738e-42
"Atp2b3",4.78197422902894e-46,0.341672384100007,0.314,0.22,9.92403111750377e-42
"Syn3",5.31927240742246e-46,0.273653574076201,0.594,0.48,1.10390860271238e-41
"Ocrl",6.62338863253713e-46,0.320864458502591,0.37,0.269,1.37455184291043e-41
"Tacc2",9.51771247914636e-46,0.329462611517117,0.342,0.243,1.97521087079724e-41
"Ptprn2",4.5830421668783e-45,0.183385606706599,0.892,0.828,9.51118740892253e-41
"Ripor2",5.70314264058969e-45,0.276213370809398,0.578,0.459,1.18357319220158e-40
"Mest",6.3431762992046e-45,0.347865709764097,0.298,0.208,1.31639937737393e-40
"Tafa2",6.37303425838041e-45,0.220655356141754,0.624,0.524,1.32259579964169e-40
"Ppp1r1b",6.46814273557359e-45,-0.606646885836382,0.383,0.431,1.34233366191359e-40
"Pbx1",7.25325024825637e-45,0.213022597746543,0.771,0.653,1.50526702402064e-40
"Tex2",9.7229900901069e-45,0.329250059174067,0.346,0.249,2.01781213339988e-40
"Rbm5",1.09639162746722e-44,0.19348316771389,0.82,0.723,2.27534154448273e-40
"Plcb1",1.12146527661386e-44,-0.193586761167403,0.966,0.963,2.32737688855675e-40
"Myo16",1.26615384835461e-44,0.343687590188997,0.256,0.175,2.62764908149033e-40
"AABR07019403.1",1.38953864626928e-44,0.340591126920429,0.336,0.242,2.88370955260263e-40
"Taok3",1.41035853670464e-44,0.326840341829534,0.302,0.212,2.92691707122313e-40
"Mical3",1.66282034067609e-44,0.290605907612806,0.416,0.309,3.45085105300509e-40
"Kcnc3",2.73968215818563e-44,0.35314445499641,0.275,0.189,5.68566238288264e-40
"Gramd1b",3.97326654022502e-44,0.314526943308939,0.332,0.238,8.24572005092898e-40
"Rgl1",4.00836162187176e-44,0.27828454449616,0.592,0.481,8.31855287387047e-40
"Bckdhb",6.86841595399418e-44,0.385570054469174,0.281,0.196,1.42540236293241e-39
"Adcy2",7.50874783275622e-44,0.245613917086833,0.452,0.343,1.5582904377319e-39
"Grin2a",8.84293746173167e-44,-0.395018431408301,0.581,0.614,1.83517481143317e-39
"Xpo1",1.14488320671958e-43,0.339166741248717,0.262,0.179,2.37597611890514e-39
"Tmod2",2.08461417178188e-43,0.274213842877936,0.398,0.297,4.32619979069894e-39
"LOC120094123",2.08810841586386e-43,0.273025213088894,0.483,0.372,4.33345139544226e-39
"Dzip1",3.45689150549668e-43,0.382884991930377,0.275,0.191,7.17408694135726e-39
"Kif13a",3.79068062794258e-43,0.364995885454232,0.3,0.213,7.86679950716923e-39
"LOC103690870",4.04733607493515e-43,0.253053617234371,0.589,0.475,8.39943655631291e-39
"Cfap69",5.35053158117941e-43,0.26739508498598,0.518,0.407,1.11039581904216e-38
"Slc25a27",7.63126272086196e-43,0.309344070648486,0.312,0.222,1.58371595246048e-38
"Eif2s2",7.98514753366397e-43,0.298534837472001,0.379,0.279,1.65715766766128e-38
"Bbs5",8.79170718363416e-43,0.287435701464851,0.389,0.286,1.8245429918196e-38
"Ilkap",1.13099307684452e-42,0.315153907188818,0.316,0.225,2.34714993237544e-38
"Fnbp1",1.388374188925e-42,0.411783891787263,0.412,0.319,2.88129295427606e-38
"ENSRNOG00000067013",1.92070398096836e-42,0.314709507998707,0.313,0.225,3.98603697170363e-38
"Dock7",2.10624730395633e-42,0.271702144766125,0.507,0.395,4.37109502990057e-38
"Lingo2",2.48864345355351e-42,0.320543658505604,0.396,0.301,5.1646817591596e-38
"Ccdc66",2.58023265084591e-42,0.296550220334324,0.429,0.325,5.35475682030052e-38
"Pex5l",2.59013698741562e-42,0.300544781526954,0.538,0.432,5.37531128998365e-38
"Shisa7",2.72374792022305e-42,0.278006080310622,0.377,0.276,5.65259405883889e-38
"Abcg1",2.84835208763139e-42,0.299986808510563,0.288,0.201,5.91118508746142e-38
"Dhx36",2.88279546213534e-42,0.225471414212244,0.684,0.56,5.98266542256948e-38
"ENSRNOG00000063733",3.33922223363625e-42,0.323257230853928,0.361,0.264,6.9298879014653e-38
"Hacd2",3.37224360040179e-42,0.414259434124535,0.266,0.187,6.99841714391383e-38
"Zscan26",7.44474811642687e-42,0.317663812761332,0.274,0.19,1.54500857660207e-37
"Lrrc28",8.53424103549362e-42,-0.662926077624724,0.262,0.323,1.77111104209599e-37
"Ddx5",8.75292550178286e-42,0.195770266661169,0.819,0.729,1.816494629385e-37
"Luzp2",1.19157781872364e-41,0.228344692850843,0.456,0.353,2.47288144719718e-37
"Dhx57",1.59909699153756e-41,0.27789384082133,0.364,0.267,3.31860598653789e-37
"Pbx3",2.19160308047326e-41,-0.213700119770808,0.763,0.793,4.54823387290615e-37
"Dync2i1",2.66559559383952e-41,0.285379613811118,0.36,0.262,5.53191053589515e-37
"Cdc37l1",4.34738547762971e-41,0.253020823267157,0.524,0.41,9.02212908172493e-37
"Brd1",5.74010743418726e-41,0.249894757822321,0.47,0.362,1.19124449581688e-36
"Klhl7",6.45965244796023e-41,0.237647852920181,0.476,0.367,1.34057167252519e-36
"Limch1",7.70466543009548e-41,0.244924554074035,0.537,0.429,1.59894921670772e-36
"Tnrc6a",8.10873526957064e-41,0.208286537496302,0.731,0.616,1.682805830494e-36
"LOC100363642",1.20188070101605e-40,0.222851802943525,0.512,0.398,2.49426301881861e-36
"Ero1b",1.31511530236309e-40,0.242379532040431,0.573,0.459,2.72925878699412e-36
"ENSRNOG00000067998",1.37364808464755e-40,-0.240757133364349,0.834,0.864,2.85073187006905e-36
"Tiam1",1.8570184676465e-40,0.269724627615198,0.366,0.269,3.85387042590679e-36
"Armc9",2.12516464419647e-40,0.237050817387167,0.52,0.406,4.41035418610094e-36
"Chd6",2.52550751855981e-40,0.248961744558336,0.635,0.525,5.24118575326717e-36
"Hsd17b4",2.91847551122459e-40,0.34408443445784,0.256,0.177,6.0567122284444e-36
"Ano6",3.82933422824511e-40,0.314516159168419,0.314,0.227,7.94701732387707e-36
"Sv2b",4.71343597684641e-40,-0.710030577675487,0.264,0.32,9.78179368274935e-36
"Plppr1",5.01534851448671e-40,-0.252433914279995,0.757,0.782,1.04083527721143e-35
"LOC103692025",9.06279742202261e-40,0.397072678185712,0.637,0.553,1.88080234899235e-35
"Lcorl",1.08308748477511e-39,0.310225160472877,0.413,0.316,2.24773145715379e-35
"AABR07031491.2",1.4129600829223e-39,0.245894615328992,0.547,0.434,2.93231606008866e-35
"Dnai4",1.4716171084015e-39,0.306671830834679,0.355,0.262,3.05404698506564e-35
"Akap2",1.47609557156798e-39,0.212715945661426,0.739,0.63,3.06334113967504e-35
"Pabpn1",1.84030545766549e-39,0.222092813661623,0.588,0.473,3.81918591629318e-35
"Glt8d1",2.18267288424984e-39,0.28344119103622,0.386,0.288,4.5297010366837e-35
"Atosa",3.30718034893995e-39,0.241652262152533,0.484,0.376,6.86339137815508e-35
"Lman2l",3.81252574115076e-39,0.301610651444017,0.292,0.208,7.91213467061017e-35
"Pcgf5",4.16118047975998e-39,0.294225033431416,0.279,0.197,8.63569784964589e-35
"Magi1",4.6153765071536e-39,0.234308960125799,0.614,0.5,9.57829086529586e-35
"Cdh7",4.64167480678753e-39,0.304824475584824,0.26,0.18,9.63286772652617e-35
"Rgs7bp",5.77306797089783e-39,-0.297982573188059,0.661,0.686,1.19808479600043e-34
"Neto1",6.37734099434184e-39,-0.223382334768147,0.827,0.857,1.32348957655576e-34
"Trappc9",7.37453850553967e-39,0.268716110130947,0.375,0.28,1.53043797605465e-34
"Usp33",9.27853012280152e-39,0.232966791813728,0.534,0.42,1.925573356385e-34
"Kctd16",1.04660720871298e-38,-0.216204668617382,0.869,0.894,2.17202394024205e-34
"Snrnp70",1.07239632951116e-38,0.172434108475967,0.843,0.744,2.22554410263451e-34
"Csmd3",1.29373833167576e-38,-0.138345391478067,0.98,0.976,2.68489515972671e-34
"Kcnd3",1.40275599086245e-38,0.295237060201596,0.36,0.269,2.91113950783684e-34
"Rps6kl1",1.7875799761676e-38,0.259440072008995,0.376,0.28,3.70976472454061e-34
"Lrpap1",3.09210161032338e-38,0.268897911513933,0.295,0.21,6.4170384719041e-34
"Pnisr",3.22461307787458e-38,0.171071256008344,0.84,0.753,6.69203952051312e-34
"Tra2a",3.86654045663818e-38,0.186759794581222,0.769,0.662,8.02423140966122e-34
"Gpr137b",6.11314772138191e-38,0.270013703047385,0.32,0.232,1.26866154661839e-33
"Tmem67",6.86895726057742e-38,0.278515060138184,0.336,0.247,1.42551470028763e-33
"Cracd",8.29430565383414e-38,0.260596415158895,0.41,0.315,1.7213172523402e-33
