"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Cst3",9.03849810634573e-38,0.479351516794337,0.451,0.508,1.87575951200993e-33
"Ankrd26",9.35355366539218e-38,0.280663366080087,0.302,0.218,1.94114299217884e-33
"Lancl1",9.62723274430421e-38,0.245579196030886,0.322,0.233,1.99793961142545e-33
"RragB",9.6560868844703e-38,0.305737743153439,0.298,0.215,2.00392771113412e-33
"Ccz1b",1.11624209876193e-37,0.253524281872016,0.295,0.209,2.31653722756063e-33
"Fhod3",1.24704773289931e-37,0.269249050637483,0.337,0.247,2.58799816008593e-33
"Bin1",1.55237506641339e-37,0.261151992488078,0.381,0.286,3.2216439753277e-33
"Rasgrf1",1.66607267125265e-37,0.271320438384684,0.495,0.393,3.45760061465063e-33
"Safb2",2.25316043042862e-37,0.238959016914744,0.431,0.328,4.67598384126852e-33
"Anapc5",2.49078790769854e-37,0.310017351173658,0.345,0.256,5.16913214484679e-33
"Fam193b",2.53201657215089e-37,0.263046322022715,0.359,0.267,5.25469399218474e-33
"Ubr2",2.63503565291418e-37,0.190080495450165,0.727,0.615,5.4684894904928e-33
"Rpgrip1l",3.15362584575496e-37,0.206440637728805,0.601,0.483,6.54471971769526e-33
"Lpcat2",4.3951549032416e-37,0.269114235064471,0.389,0.295,9.12126497069728e-33
"Tmem181",4.63387854115102e-37,0.241958039159817,0.394,0.296,9.61668813645071e-33
"Ddx46",4.86799838593057e-37,0.30315021844134,0.305,0.221,1.01025570503217e-32
"Smarca2",5.20647206069615e-37,0.215535680311157,0.623,0.513,1.08049914675627e-32
"Thsd7a",5.65837184976779e-37,-0.481726229080595,0.52,0.549,1.17428190998231e-32
"Arhgef11",5.69666125704591e-37,0.235929126188736,0.434,0.332,1.18222811067474e-32
"Fchsd2",5.80036656819578e-37,0.188805540789771,0.732,0.624,1.20375007389767e-32
"Mtg2",7.52582019052325e-37,0.280697375235769,0.299,0.215,1.56183346413929e-32
"Phlpp2",8.19985545097548e-37,0.338298177657738,0.288,0.209,1.70171600174094e-32
"Eif2ak4",8.91357403044918e-37,0.30267561271685,0.282,0.202,1.84983401853912e-32
"Ap5m1",9.27599802821046e-37,0.308127268051371,0.255,0.178,1.92504787079452e-32
"Camk2a",1.04479714597396e-36,0.1996389357637,0.735,0.629,2.16826751703976e-32
"Gnptg",1.12412944849463e-36,0.191516499815176,0.358,0.262,2.33290584446092e-32
"Cdk14",1.46170703510687e-36,0.363538996778732,0.282,0.204,3.03348060995728e-32
"Herc3",1.81087662689354e-36,0.297875427853603,0.328,0.242,3.75811226379215e-32
"Rps6kc1",1.8530813833809e-36,0.255099635994541,0.438,0.338,3.84569979493039e-32
"Rev3l",2.46477680816998e-36,0.224191579563386,0.612,0.499,5.11515130999516e-32
"Rmdn1",2.4754614077272e-36,0.229202203066172,0.435,0.334,5.13732505945625e-32
"Ift88",2.51322217644594e-36,0.261380095649976,0.38,0.288,5.21568998277825e-32
"Clpx",2.80910151793631e-36,0.251062840470204,0.34,0.251,5.82972838017322e-32
"Riok3",2.95234365630543e-36,0.244270169232872,0.373,0.279,6.12699878993065e-32
"Pdcd4",3.77992450197928e-36,0.269265851856104,0.257,0.18,7.84447731895759e-32
"Zfhx4",6.36429775175849e-36,0.339658268523777,0.402,0.313,1.32078271242244e-31
"Tango2",8.6527532099812e-36,0.287959264938548,0.322,0.238,1.7957058736674e-31
"Rnf150",1.02904551126884e-35,-0.307553486486108,0.675,0.691,2.13557814953622e-31
"Ergic1",1.03027431631009e-35,0.331968513846213,0.253,0.179,2.13812828863833e-31
"Specc1",1.08820915209194e-35,0.20740297344909,0.654,0.545,2.25836045333641e-31
"Cd2ap",1.10766967804772e-35,0.204925469501807,0.524,0.413,2.29874688285242e-31
"Sh3gl1",1.26343087214373e-35,0.302616347090284,0.299,0.217,2.62199808895988e-31
"Zdhhc20",1.28347129513048e-35,0.230784794127154,0.471,0.369,2.66358797878428e-31
"Zfp709l1",1.30050749485311e-35,0.275424578649004,0.404,0.31,2.69894320406865e-31
"Zfp462",1.41897331312363e-35,0.251159730091934,0.424,0.325,2.94479531672547e-31
"Cyp4x1",1.50027498701503e-35,0.284533448127363,0.375,0.284,3.11352068055228e-31
"Sorcs3",1.91555057089597e-35,-0.362854342442472,0.497,0.542,3.97534209978041e-31
"Ankrd10",2.35546246700671e-35,0.235405417826901,0.427,0.328,4.88829125777903e-31
"Hnrnpd",3.55922110793214e-35,0.271939282078378,0.318,0.235,7.38645156529156e-31
"Mtrex",3.5847548830845e-35,0.224355539476567,0.403,0.308,7.43944180886526e-31
"Pced1b",3.58842610007985e-35,0.331038583317569,0.278,0.203,7.44706068549571e-31
"Pcca",3.61827005978491e-35,0.207350089477732,0.522,0.413,7.50899585507163e-31
"Brd7",3.9139135400691e-35,0.259905038568704,0.33,0.244,8.12254476970541e-31
"Tmem63b",4.17964679404093e-35,0.271701757928054,0.271,0.193,8.67402099167313e-31
"Rbl2",4.54024564705773e-35,0.257759792662084,0.373,0.282,9.42237179133891e-31
"Arhgef7",4.66891019858011e-35,0.258408930901989,0.376,0.286,9.6893893351133e-31
"Atg9a",5.13519495825058e-35,0.253606220562216,0.257,0.18,1.06570700968574e-30
"Zfp445",5.45049635880256e-35,0.240760584512418,0.325,0.238,1.1311415093423e-30
"Traf3",5.65655989590615e-35,0.297404699171066,0.283,0.205,1.1739058751974e-30
"Atp9a",6.0027562750235e-35,0.197453772436544,0.54,0.429,1.24575200975563e-30
"Sun1",6.1759003118366e-35,0.215909534952985,0.457,0.356,1.28168459171545e-30
"Larp1",6.76775970099913e-35,0.256732040735584,0.346,0.259,1.40451317074835e-30
"Slc7a6",1.16911952609378e-34,0.278992874852886,0.277,0.199,2.42627375250243e-30
"Bach2",1.20448273952317e-34,0.22397217067056,0.434,0.337,2.49966302933243e-30
"Mcf2l",1.53175636620622e-34,0.202820102820851,0.444,0.341,3.17885398678777e-30
"Snap91",2.19755119028237e-34,0.211641201102988,0.602,0.49,4.560577985193e-30
"Plxnc1",2.79566439669891e-34,0.291260284407871,0.255,0.181,5.80184232246925e-30
"Ensa",2.87027638683595e-34,0.224296220029838,0.355,0.264,5.95668458560064e-30
"Noc2l",3.63778509422696e-34,0.278769807240772,0.273,0.196,7.54949540604921e-30
"Nktr",3.75094974009474e-34,0.189186053074701,0.688,0.573,7.78434599561862e-30
"Man1c1",4.11368120984182e-34,0.309280295342702,0.313,0.233,8.53712261478472e-30
"Zfp622",4.67253558420997e-34,0.291440945790069,0.303,0.223,9.69691309791096e-30
"Ptprr",5.14765826587678e-34,0.324573729708598,0.425,0.334,1.06829351991741e-29
"Slain1",5.16818071424983e-34,0.307436923445327,0.292,0.214,1.07255254362827e-29
"Dlgap4",5.89055435819039e-34,0.250407346257543,0.402,0.31,1.22246674595525e-29
"Srrm1",6.23240776380447e-34,0.196034096311838,0.58,0.466,1.29341158322234e-29
"Slc9a8",7.16510000750725e-34,0.251910692105871,0.257,0.181,1.48697320455798e-29
"Itm2c",7.76788763770416e-34,0.179588110178114,0.544,0.431,1.61206972145274e-29
"Mprip",8.25110496113765e-34,0.197746518777102,0.621,0.506,1.7123518125849e-29
"Ywhag",8.42024046551934e-34,0.272249671238977,0.279,0.202,1.74745250380923e-29
"Mcmdc2",9.00296834845638e-34,0.277173302414818,0.271,0.195,1.86838602135515e-29
"Mrpl55",9.58805799728566e-34,0.231290868013489,0.282,0.202,1.98980967617669e-29
"Mat2a",9.97761982595638e-34,0.21482035674649,0.31,0.226,2.07065544248073e-29
"Ttc7b",1.03735506930768e-33,0.259027655202264,0.352,0.263,2.15282297533424e-29
"Nrdc",1.17952709318863e-33,0.204448364944215,0.598,0.487,2.44787257649436e-29
"Gtf2ird1",1.66645920460337e-33,0.204915498154403,0.369,0.277,3.45840278731336e-29
"Exosc10",1.7264819882408e-33,0.259662388890687,0.267,0.192,3.58296807019614e-29
"Canx",1.89721812065049e-33,0.274083845357662,0.286,0.209,3.93729676578596e-29
"Mtus1",2.29490868836385e-33,0.197814611464498,0.382,0.287,4.76262400096151e-29
"Map4k4",2.61499424667807e-33,0.23542340069368,0.398,0.307,5.426897560131e-29
"Senp8",2.96002529001846e-33,0.233391214018583,0.32,0.235,6.14294048437532e-29
"Fndc3a",3.4865567956907e-33,0.236527813073853,0.524,0.425,7.2356513180969e-29
"Plcg1",4.70602750741486e-33,0.248444138872639,0.305,0.224,9.76641888613806e-29
"Rab27b",5.97505917638541e-33,0.257934880138208,0.387,0.297,1.24000403087526e-28
"Slc12a5",6.99635526032021e-33,0.206299469082731,0.402,0.305,1.45195360717425e-28
"ST7",1.05563141223351e-32,0.214414235957077,0.476,0.375,2.1907518698082e-28
"Stxbp5l",1.12581181160962e-32,-0.19161456527016,0.874,0.867,2.33639725263344e-28
"Atp1b1",1.18836300741173e-32,0.177574330912542,0.671,0.554,2.46620974928156e-28
"Nipal2",1.51426858926485e-32,0.241102317668162,0.322,0.239,3.14256160330134e-28
"Htt",2.09598723904378e-32,0.18393123699331,0.563,0.456,4.34980231718755e-28
"Snrnp48",3.00956360988527e-32,0.217586054614838,0.317,0.235,6.2457473595949e-28
"Myo5b",4.50849579559821e-32,0.447942783642942,0.274,0.203,9.35648132460497e-28
"Diaph2",4.78614332311129e-32,0.224721205961691,0.686,0.605,9.93268323845287e-28
"Dnm3",4.93353083859296e-32,0.194371971341237,0.767,0.682,1.0238556549332e-27
"Fyn",5.32302494016254e-32,0.220970255001089,0.512,0.408,1.10468736583193e-27
"Ttll5",5.89032048856355e-32,0.230315325068809,0.435,0.346,1.22241821099159e-27
"Cct6a",5.94266386056098e-32,0.237459032177544,0.271,0.196,1.23328103098222e-27
"Clasp1",6.04757459157083e-32,0.225881508938907,0.481,0.386,1.25505315498869e-27
"Wipf3",6.3053541902843e-32,0.286465726384676,0.286,0.21,1.3085501551097e-27
"Tmx4",6.63320807695888e-32,0.195779989076176,0.466,0.364,1.37658967221128e-27
"Cers5",8.08106871761203e-32,0.241519573204832,0.368,0.281,1.67706419096602e-27
"Arhgap39",8.18419214034642e-32,0.225716178023029,0.392,0.302,1.69846539488609e-27
"Banp",8.69878189863351e-32,0.203076452514468,0.355,0.267,1.80525820742341e-27
"Cacna1d",9.28602996455677e-32,0.154991903923877,0.845,0.758,1.92712979854447e-27
"Fastkd1",1.0843458674248e-31,0.222641537900598,0.274,0.198,2.25034297866669e-27
"Gnai1",1.18915003736183e-31,0.305995560446958,0.294,0.219,2.46784307253701e-27
"Znrf3",1.27671706332382e-31,-0.45073639026439,0.445,0.482,2.64957092151592e-27
"Nmt2",1.56043890492166e-31,0.211887539181578,0.413,0.32,3.23837885938392e-27
"Adarb1",1.76288042894335e-31,0.204476846301645,0.485,0.384,3.65850575418612e-27
"Ewsr1",1.84443575452312e-31,0.172963217930916,0.72,0.61,3.82775752136183e-27
"Foxred1",1.94886977093083e-31,0.213350592948752,0.354,0.267,4.04448943561275e-27
"Faim2",2.24119596980122e-31,0.222092689790881,0.29,0.211,4.65115399612848e-27
"Akap9",2.30144116720908e-31,0.194891198899554,0.684,0.585,4.77618085430901e-27
"Nsg1",2.36590102088485e-31,0.186300728678605,0.384,0.291,4.90995438864232e-27
"Rp9",2.4948541291373e-31,0.237477341291527,0.332,0.25,5.17757077419864e-27
"Ghr",2.98667812642138e-31,0.23957674558871,0.325,0.243,6.19825311576229e-27
"Dnaaf9",3.13719120087424e-31,0.184398273709558,0.684,0.577,6.51061289917432e-27
"Dgki",3.27847911522944e-31,-0.196045425813314,0.833,0.844,6.80382770783566e-27
"Ccdc39",3.61615278863458e-31,0.233689663201896,0.285,0.209,7.50460188225335e-27
"Phf6",4.33452088142136e-31,0.207715893373261,0.401,0.311,8.99543118521374e-27
"Thra",4.8534997237172e-31,0.192524918154734,0.378,0.288,1.00724679766303e-26
"Adarb2",6.06290070289173e-31,0.365883691271297,0.497,0.43,1.25823378287112e-26
"Ralgps1",6.10101778626941e-31,0.254933325819916,0.318,0.238,1.26614422118449e-26
"Cbarp",6.12473957477728e-31,0.242116478437868,0.261,0.187,1.27106720395353e-26
"Dennd4c",6.77464209080227e-31,0.186024877552252,0.39,0.299,1.40594147310419e-26
"Rc3h1",7.73944768677639e-31,0.301221530319747,0.259,0.19,1.6061675784367e-26
"ENSRNOG00000062316",8.24513164228695e-31,0.269693964878777,0.364,0.281,1.71111216972381e-26
"Spock2",8.65903710218583e-31,0.192860356773969,0.375,0.285,1.79700996981663e-26
"Qki",9.07634388747024e-31,0.199193942016314,0.578,0.485,1.8836136469667e-26
"Evi5l",9.2038163367756e-31,0.234314999460842,0.315,0.236,1.91006800437104e-26
"Nrxn3",1.12894989504929e-30,-0.101542471052191,0.998,0.998,2.3429097171958e-26
"Gtf2i",1.19575675474662e-30,0.179506410106919,0.568,0.458,2.48155399312566e-26
"RGD1559441",1.74725348845695e-30,0.221234735809954,0.284,0.209,3.6260751645947e-26
"Calm1",1.77916938058309e-30,-0.413626770372431,0.532,0.547,3.6923102155241e-26
"Pik3c2b",1.82093094427305e-30,0.205294990008281,0.362,0.275,3.77897798864987e-26
"Brinp1",1.83004949782387e-30,-0.391372088096684,0.556,0.573,3.79790172283388e-26
"Smarca5",2.2163062878352e-30,0.220761201451982,0.362,0.276,4.5995004391444e-26
"Hdac4",2.34240730554849e-30,0.228446308275798,0.303,0.226,4.86119788120477e-26
"ENSRNOG00000064891",2.38856891061902e-30,-0.584678343309502,0.257,0.305,4.95699706020766e-26
"Ttc3",2.94574583262557e-30,0.125743627212328,0.956,0.921,6.11330632644784e-26
"Scg5",3.16918572678283e-30,0.161766457908885,0.566,0.457,6.5770111387924e-26
"Gcc2",3.42622383540475e-30,0.206779619258296,0.38,0.292,7.11044232561547e-26
"Mboat2",4.10799606878964e-30,0.22461266104551,0.361,0.277,8.52532424155913e-26
"Ryr2",4.10935278245342e-30,0.153483408479421,0.859,0.781,8.52813982942558e-26
"ENSRNOG00000068039",4.12976263345903e-30,0.236172540869883,0.347,0.264,8.57049639321752e-26
"Dock9",4.59027337155751e-30,0.192303718258277,0.366,0.28,9.5261943279933e-26
"Bbx",4.60448312819652e-30,0.169087908447997,0.504,0.404,9.55568383594623e-26
"Mapk1ip1l",4.7664621476642e-30,0.211445147042557,0.345,0.261,9.89183889504751e-26
"Marchf4",5.40625668399562e-30,0.20591271956732,0.322,0.241,1.12196044962961e-25
"Pcsk2",5.48513851701265e-30,-0.183448226003977,0.771,0.804,1.13833079643564e-25
"Sgk1",6.67164928868775e-30,0.2431178614847,0.493,0.407,1.38456737688137e-25
"ENSRNOG00000066876",7.23363336751039e-30,0.216732084634768,0.285,0.209,1.50119593275943e-25
"Pxk",8.44353336677531e-30,0.300641319229572,0.252,0.183,1.75228647960688e-25
"Shtn1",8.73440904680033e-30,0.213403120095492,0.471,0.376,1.81265190948247e-25
"Serpini1",1.27343994459814e-29,0.270162269792962,0.256,0.188,2.64276991702451e-25
"Megf8",1.34918139193091e-29,0.191435568800326,0.344,0.26,2.79995614267422e-25
"Clvs2",1.49840302286989e-29,0.219302284619461,0.357,0.274,3.10963579336189e-25
"Cct4",1.75980796674462e-29,0.249867884371613,0.255,0.185,3.65212947338511e-25
"Tia1",2.05864404880785e-29,0.164788567716615,0.51,0.408,4.27230399449092e-25
"Bend6",2.14919231775e-29,0.289232051393555,0.261,0.192,4.46021881702658e-25
"Galntl6",2.3840253936621e-29,-0.173488792649689,0.631,0.673,4.94756789946695e-25
"Snx32",2.94691620831539e-29,0.199039266747357,0.273,0.199,6.11573520711693e-25
"Zfp182",3.07763109978187e-29,0.163461248105793,0.52,0.416,6.38700782137731e-25
"Tnrc18",3.09634442283135e-29,0.221508400609953,0.326,0.246,6.42584358070191e-25
"Rab3gap1",3.34232039210827e-29,0.174534820692904,0.551,0.448,6.9363175097423e-25
"Cdh13",3.4397702802771e-29,0.17796938927141,0.524,0.429,7.13855526265907e-25
"Necab1.1",3.6511004824097e-29,-0.343685810246206,0.452,0.496,7.57712883114485e-25
"Osbpl10",3.92088804309518e-29,0.253469391162692,0.319,0.241,8.13701895583543e-25
"Prrc2c",4.71168516034822e-29,0.178199066133718,0.603,0.497,9.77816021327067e-25
"Cyth1",5.64680376789784e-29,0.224560017133496,0.25,0.182,1.17188118595184e-24
"Kcnn2",6.33688770516772e-29,0.240150291299105,0.473,0.382,1.31509430545346e-24
"Mon2",6.5883356825889e-29,0.191030622751541,0.4,0.311,1.36727730420768e-24
"Galnt2",7.97974721120904e-29,0.227767356859213,0.286,0.212,1.65603693874221e-24
"Itm2b",8.32779266727034e-29,0.210470351108226,0.376,0.291,1.72826681223861e-24
"Golgb1",1.01370831348068e-28,0.184472557681718,0.415,0.324,2.10374886296646e-24
"Rab11fip4",1.01564245704247e-28,0.243402591427354,0.3,0.225,2.10776279110024e-24
"Trrap",1.16215789752608e-28,0.157245840699667,0.627,0.517,2.41182628473587e-24
"Nop58",1.21584006198053e-28,0.191351782110785,0.428,0.337,2.52323288062819e-24
"Srsf7",1.25904145526491e-28,0.161899466311937,0.606,0.496,2.61288873211126e-24
"Fat1",1.3240624747545e-28,0.223528453311761,0.317,0.238,2.74782685385801e-24
"Mgat4a",1.53127387831666e-28,0.215897189197817,0.328,0.249,3.17785267967056e-24
"Stx16",1.63859037613715e-28,0.201827682490029,0.355,0.271,3.40056660759743e-24
"Pgrmc1",1.64637076013164e-28,0.168360650331176,0.41,0.317,3.41671323850119e-24
"Akap10",1.70700790333431e-28,0.186852604453694,0.425,0.333,3.54255350178969e-24
"Arl13b",1.71512741394173e-28,0.27731617985067,0.262,0.193,3.55940392215328e-24
"Rnf216",1.77271181247334e-28,0.21318528714176,0.393,0.309,3.67890882442593e-24
"Galnt13",1.87931709058103e-28,-0.167511605968462,0.927,0.922,3.90014675808281e-24
"Ppm1h",1.94898678186978e-28,0.195975865091351,0.431,0.34,4.04473226841435e-24
"Trpc4ap",1.95938612638473e-28,0.218250263986192,0.379,0.295,4.06631402808623e-24
"Parp6",2.16053370018315e-28,0.189434263015897,0.425,0.332,4.48375558799008e-24
"Micu2",2.45395617071045e-28,0.211820711345586,0.498,0.402,5.0926952410754e-24
"Smarca1",2.67952091446656e-28,0.215638767434634,0.353,0.273,5.56080975379245e-24
"Clasp2",2.95416511205977e-28,0.141853397404121,0.867,0.792,6.13077885705764e-24
"Nol4l",3.0634420303332e-28,0.223303748997335,0.308,0.232,6.35756124555049e-24
"Ptprd",3.20482883858552e-28,-0.174794338988598,0.955,0.951,6.65098128871653e-24
"Pdia3",3.8681310063984e-28,0.258963715406091,0.269,0.199,8.0275322775786e-24
"Xpo6",3.8904905806547e-28,0.208947004287756,0.375,0.29,8.07393510203269e-24
"Rhobtb2",4.26190561882709e-28,0.176371693802899,0.286,0.21,8.84473273075186e-24
"Cdh2",4.44868573316529e-28,0.132803993809056,0.521,0.418,9.23235750203792e-24
"Pam",4.60217502575285e-28,-0.33091649491741,0.619,0.628,9.55089383094488e-24
"Dpp6",5.57629033953577e-28,0.122347074134783,0.951,0.913,1.15724753416386e-23
"Fubp1",6.02016571586029e-28,0.15832389945639,0.6,0.492,1.24936499101249e-23
"Sec24b",6.30370433092658e-28,0.199608785082286,0.391,0.303,1.30820775979719e-23
"Dpysl5",6.37423029077336e-28,0.148227428412449,0.402,0.311,1.3228440122442e-23
"Rprd2",7.40987809695134e-28,0.163843661509964,0.404,0.316,1.53777200146031e-23
"Synpr",7.63108415699317e-28,-0.271956381437861,0.636,0.658,1.58367889510079e-23
"Dclre1a",8.48121557152666e-28,0.221579204579422,0.252,0.183,1.76010666755893e-23
"Arhgap6",8.63374354435407e-28,0.228372469302726,0.624,0.531,1.7917607977598e-23
"Lin7a",8.68010042439717e-28,0.288207508275431,0.33,0.254,1.80138124107515e-23
"Asb8",8.75983402817143e-28,0.1697947720424,0.361,0.276,1.81792835586642e-23
"Dguok",9.09968973876328e-28,0.217600604127733,0.279,0.207,1.88845861148554e-23
"Ppm1e",1.00477118757008e-27,0.163817299844768,0.345,0.263,2.0852016455642e-23
"LOC102554605",1.00529700154628e-27,0.176895859749201,0.361,0.277,2.086292867309e-23
"Slc9a9",1.06372780595045e-27,0.279736219138696,0.318,0.244,2.20755431568897e-23
"Supt3h",1.12965109062109e-27,0.201782316350999,0.453,0.364,2.34436490836595e-23
"Nav2",1.20524730657397e-27,0.186561132809573,0.536,0.44,2.50124973533296e-23
"Pcnx2",1.32591374224326e-27,0.175019621714543,0.364,0.279,2.75166878927744e-23
"Golga1",1.32636758221032e-27,0.204139253885631,0.39,0.303,2.75261064336109e-23
"Pdcd11",1.6374783564845e-27,0.229418274139901,0.253,0.186,3.39825883321228e-23
"Dgkz",1.73056836396068e-27,0.226571964959036,0.395,0.311,3.5914485257276e-23
"Ptpre",1.83882987678464e-27,0.227508742863641,0.374,0.293,3.81612364329117e-23
"Entrep2",2.36137947840196e-27,0.173604665719573,0.654,0.55,4.90057083152758e-23
"Eml6",2.429619525748e-27,0.20628214351661,0.628,0.531,5.04218940178482e-23
"Atp8a2",2.46649810162344e-27,0.172521582162178,0.53,0.431,5.11872351029912e-23
"Specc1l",2.50529801310148e-27,0.155598785235644,0.432,0.339,5.1992449665895e-23
"Chn2",2.58788460773399e-27,0.179822276194157,0.54,0.44,5.37063692643034e-23
"Efna5",2.71302392793578e-27,0.190697501365262,0.598,0.515,5.63033855764511e-23
"Thrb",2.85473577140282e-27,-0.532529092773284,0.37,0.407,5.92443314639227e-23
"Senp6",2.97709794228077e-27,0.162588986421387,0.624,0.518,6.17837135961528e-23
"Smad3",3.21085604883237e-27,0.197434505980995,0.389,0.304,6.66348955814181e-23
"Slc1a1",3.65158641653077e-27,0.176147988173159,0.334,0.255,7.5781372902263e-23
"Mycbp2",4.03995269786534e-27,0.115433040051655,0.922,0.866,8.38411383387994e-23
"ENSRNOG00000064417",4.49305455245337e-27,0.254160175650119,0.294,0.222,9.32443611270647e-23
"Fam120b",4.59291066432872e-27,0.220840902716302,0.278,0.207,9.5316675016814e-23
"Atp6v0b",5.57905867844776e-27,0.14903673868797,0.668,0.562,1.15782204753826e-22
"Zfp318",7.42303925989755e-27,0.180135938040554,0.317,0.238,1.54050333760654e-22
"Gpr162",7.62951285979116e-27,0.215142782771233,0.281,0.21,1.58335280379246e-22
"Tshz2",7.98398835647732e-27,0.484908580004221,0.276,0.213,1.65691710361974e-22
"Cep112",8.90199634135612e-27,0.237317703742806,0.462,0.378,1.84743130072164e-22
"Axin1",8.94541817255297e-27,0.209947548392825,0.281,0.21,1.85644263334992e-22
"Trim35",9.22809787986688e-27,0.165129569356668,0.407,0.319,1.91510715300877e-22
"Myef2",9.25900595923874e-27,0.157764987189358,0.683,0.584,1.92152150672082e-22
"Eefsec",9.36887219939378e-27,0.231751971771329,0.263,0.195,1.94432204754019e-22
"Gprin3",9.42062975360379e-27,-0.403494749877828,0.433,0.47,1.95506329276539e-22
"Foxp2",9.93726262546299e-27,-0.143636162249303,0.596,0.678,2.06228011266234e-22
"Usp13",9.96959069198816e-27,0.25132732414242,0.252,0.187,2.0689891563083e-22
"Lrp1",1.24925177601642e-26,0.176285479903799,0.438,0.347,2.59257221076688e-22
"Cfap54",1.3396627474242e-26,0.216091824356532,0.284,0.213,2.78020209972944e-22
"Ywhaq",1.38183994193104e-26,0.268091334566882,0.26,0.194,2.8677324314895e-22
"Abr",1.44554728167732e-26,0.159080764217829,0.453,0.359,2.99994427366493e-22
"Arpc2",1.49112255826288e-26,0.180212181682154,0.36,0.278,3.09452664516296e-22
"Bbs9",1.542409291156e-26,0.204089505561457,0.334,0.258,3.20096200193605e-22
"Dpysl2",1.67399390603847e-26,0.169666421743343,0.564,0.463,3.47403955320164e-22
"Xrn1",1.76582309335818e-26,0.166818379187614,0.663,0.561,3.66461266564623e-22
"Hspa12a",2.03435510563439e-26,0.19111572689328,0.338,0.26,4.22189715072305e-22
"Pcbp2",2.17132778196588e-26,0.1796889606172,0.452,0.359,4.50615654591379e-22
"Usp34",2.34656322920148e-26,0.123778733044646,0.891,0.827,4.86982266956183e-22
"Ppp3cc",2.35050159148176e-26,0.210002979158461,0.334,0.258,4.8779959528021e-22
"ENSRNOG00000070508",2.71327224540183e-26,0.188819548293551,0.734,0.666,5.63085389088241e-22
"Ice1",2.96536597105395e-26,0.209322208007978,0.311,0.237,6.15402399972826e-22
"Odf2",3.00998037243952e-26,0.211293549480875,0.303,0.23,6.24661226692373e-22
"Cdadc1",3.22748417087827e-26,0.196623008093398,0.327,0.249,6.69799789982368e-22
"Supt5h",3.71360463110286e-26,0.19501395820086,0.334,0.256,7.70684369092776e-22
"Luc7l3",3.71808032709734e-26,0.182056453249982,0.682,0.578,7.71613210282512e-22
"Nell1",3.77099006532573e-26,0.32996696417611,0.333,0.266,7.82593568257049e-22
"LOC102550657",3.80046519415932e-26,0.229145983229542,0.293,0.223,7.88710541743884e-22
"Marchf1",3.91401898832878e-26,0.191546676323548,0.744,0.679,8.12276360647871e-22
"Osbpl6",4.08449988496413e-26,0.193796854629162,0.44,0.352,8.47656261126605e-22
"Entr1",5.09098642515430e-26,0.206818942099818,0.307,0.233,1.05653241281227e-21
"Tmem87b",5.36706450116075e-26,0.18361149414569,0.256,0.188,1.11382689592589e-21
"Hnrnpm",5.8406581959994e-26,0.153328580446931,0.477,0.38,1.21211179541575e-21
"RGD1304728",6.18939463588749e-26,0.247658331237442,0.272,0.205,1.28448506878573e-21
"Vps13c",6.24473229403087e-26,0.154867690595747,0.732,0.641,1.29596929298023e-21
"Tspan7",6.60461651905215e-26,0.167869326994095,0.646,0.544,1.37065606619889e-21
"Lrch3",7.16637994387078e-26,0.180508225504974,0.528,0.43,1.4872388297515e-21
"Prpf39",7.17953785657192e-26,0.146473549329701,0.527,0.424,1.48996949137437e-21
"Kdm4b",7.20992872992966e-26,0.182985786528869,0.294,0.222,1.4962765093223e-21
"Zfp398",7.30837527951738e-26,0.202686474461209,0.35,0.273,1.51670712175824e-21
"Gabbr2",7.38474845770548e-26,0.160776883154656,0.284,0.212,1.53255684742762e-21
"Fbxl12",7.83414184983232e-26,0.231589588007247,0.282,0.213,1.6258194580957e-21
"RGD1560398",8.16141997236154e-26,0.164649554640984,0.268,0.197,1.69373948686419e-21
"Tef",9.27522813086999e-26,0.149203031086067,0.475,0.378,1.92488809399945e-21
"ENSRNOG00000065457",9.31405740623154e-26,0.180534570572013,0.444,0.354,1.93294633351523e-21
"Epb41l4b",1.1767230775817e-25,0.193736796160796,0.359,0.28,2.44205340290529e-21
"Gpm6b",1.17857635488832e-25,-0.232542446108255,0.701,0.715,2.44589950929974e-21
"Tnrc6c",1.19894042385478e-25,0.147455902207523,0.808,0.716,2.48816106162583e-21
"Anapc1",1.35044341985348e-25,0.158113783033711,0.402,0.314,2.80257522922192e-21
"Jph3",1.38186251808092e-25,0.197027200032151,0.251,0.186,2.86777928377333e-21
"Septin4",1.43934563353807e-25,0.295650831337465,0.278,0.212,2.98707399328156e-21
"Slc25a17",1.50669153300094e-25,0.163049194692676,0.506,0.41,3.12683693843686e-21
"Klhdc2",1.53679760989794e-25,0.167540877228268,0.374,0.292,3.18931607982119e-21
"Spock1",1.55003126930187e-25,0.176227732976491,0.427,0.343,3.21677989318218e-21
"Fam13c",1.57783173154298e-25,0.229877373594097,0.311,0.24,3.27447419247115e-21
"Mettl6",1.63427847991832e-25,0.166229927202836,0.35,0.27,3.39161812937449e-21
"Gse1",1.70559517045163e-25,0.231468589051955,0.344,0.27,3.53962165723827e-21
"Akt3",1.8062115496259e-25,-0.185963092301057,0.86,0.837,3.74843082893862e-21
"Camk2n1",1.89134575248818e-25,-0.692044101717772,0.214,0.257,3.92510984013873e-21
"Ubr4",1.92307579146857e-25,0.21156136501433,0.286,0.217,3.99095919003472e-21
