"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Cst3",1.4284646136418e-22,-0.581288347031718,0.274,0.36,2.96449261269082e-18
"Ncam2",4.25136575633168e-22,0.201275299631976,0.945,0.894,8.82285935411513e-18
"ENSRNOG00000066012",1.7771066213692e-21,0.559313584327992,0.284,0.173,3.6880293713275e-17
"Abca8a",3.23342139668431e-21,0.365147693740461,0.588,0.443,6.71031942453896e-17
"Cdc37l1",7.09287810081125e-20,0.35987447457871,0.551,0.411,1.47198499226136e-15
"Tmem98",1.82323606566137e-19,0.404179760703903,0.442,0.311,3.78376180706704e-15
"Luzp2",2.4272889519342e-19,-0.433943170907306,0.533,0.58,5.03735276194903e-15
"Prickle2",8.75016191629406e-19,-0.395806930212574,0.608,0.639,1.81592110248851e-14
"Ddx5",1.58830802537475e-18,0.422751860950746,0.409,0.284,3.29621564506022e-14
"Scd2",1.7258916727775e-18,0.44846563610834,0.346,0.232,3.58174298851514e-14
"Qki",8.13448090892105e-18,-0.179139943689799,0.968,0.973,1.68814882302839e-13
"Tsc22d3",4.00986157049181e-17,0.458169968592842,0.282,0.183,8.32166571724165e-13
"Ttll7",4.69349000690559e-17,0.269686260746221,0.755,0.629,9.74039981133117e-13
"Septin7",9.18082574471749e-17,-0.241645580673363,0.845,0.848,1.90529676680122e-12
"Cntn2",1.15006824558164e-16,0.370882977675544,0.387,0.27,2.38673663005557e-12
"Grik2",1.44599325663029e-16,-0.308122862523706,0.707,0.738,3.00086980548485e-12
"St6galnac3",2.30708566613704e-16,-0.367951705004345,0.578,0.613,4.78789488293421e-12
"Cdh20",7.33166644690985e-16,0.343344270403877,0.466,0.347,1.5215407377272e-11
"Nkain2",8.93852967071434e-16,-0.166490849332021,0.986,0.981,1.85501306256335e-11
"Mast3",1.61301556389162e-15,0.361368814047808,0.388,0.274,3.34749119974427e-11
"Cadm2",1.65370948692927e-15,0.281011721702304,0.725,0.616,3.43194329822431e-11
"Auts2",1.65771918238206e-15,-0.384950263379832,0.572,0.605,3.4402646191975e-11
"Igf1r",4.50967140147045e-15,0.463630881384837,0.253,0.164,9.35892105947163e-11
"Kcnq3",5.11352403875213e-15,0.287461227386765,0.706,0.593,1.06120964376223e-10
"Mbp",9.7210273016274e-15,0.135955550588536,0.983,0.962,2.01740479590673e-10
"Ppp1r16b",1.42207156038131e-14,0.269699338534552,0.675,0.555,2.95122510925934e-10
"Apod",2.06231309376883e-14,0.206871790574104,0.819,0.723,4.27991836349844e-10
"Mettl7a",2.52196722788033e-14,0.353756998934646,0.39,0.284,5.23383858802004e-10
"Mobp",2.68436821477039e-14,0.291243361793373,0.694,0.598,5.57086935611299e-10
"Ank3",6.76376471119736e-14,-0.290092224468357,0.67,0.69,1.40368409051479e-09
"Apba1",1.27833196162669e-13,0.372601224274432,0.351,0.253,2.65292231996388e-09
"Tanc1",2.60913916216475e-13,0.351057247782352,0.331,0.233,5.41474650324051e-09
"LOC685989",4.2828888865154e-13,0.349464487962501,0.318,0.226,8.88827930618542e-09
"Limch1",1.0697082563249e-12,0.312439415003274,0.468,0.359,2.21996554435106e-08
"Bcas1",1.07309724754252e-12,0.234725353361449,0.745,0.643,2.226998717825e-08
"Stmn4",3.05343297916885e-12,0.289662264727349,0.403,0.297,6.33678946166911e-08
"Mapt",4.1218104170023e-12,0.19678147053912,0.799,0.705,8.55399315840487e-08
"Tf",4.30528325125162e-12,0.222813058155504,0.765,0.672,8.93475433132248e-08
"Foxn3",8.04564733367126e-12,0.28711091133255,0.438,0.332,1.6697131911568e-07
"Cldn11",1.10143916266419e-11,0.289543508889077,0.364,0.266,2.285816694277e-07
"Gtdc1",1.50970573980991e-11,-0.618158821551208,0.225,0.278,3.13309232182751e-07
"Map4k4",1.79040674871643e-11,0.27533424961653,0.425,0.322,3.71563112561121e-07
"Plp1",2.17441232809483e-11,0.140138828100135,0.921,0.856,4.51255790449521e-07
"Agap1",2.23478207619614e-11,0.242609965778438,0.669,0.549,4.63784324272985e-07
"Daam1",2.89905061196875e-11,0.307240068863342,0.374,0.278,6.01639973501876e-07
"Dip2b",6.94345143251606e-11,0.271576635350451,0.359,0.265,1.44097447579006e-06
"Pcdh9",9.10754807965889e-11,0.107990435077548,0.989,0.976,1.89008945297161e-06
"Add3",9.37011224926311e-11,0.293042826404498,0.303,0.218,1.94457939508957e-06
"Sntg1",9.88243355388389e-11,0.195415106406002,0.722,0.614,2.05090143543752e-06
"Il1rapl1",9.8956256808985e-11,-0.259731615179716,0.834,0.831,2.05363919755687e-06
"Wwox",1.07926549443111e-10,0.346471004015525,0.258,0.184,2.23979968059289e-06
"Rmdn1",1.24052953768885e-10,0.347950862312052,0.301,0.219,2.57447094956567e-06
"Anks1b",1.45547012696385e-10,-0.197389901439381,0.764,0.783,3.02053715448808e-06
"Evi2a",1.63840992144966e-10,0.329272394631155,0.26,0.184,3.40019210998449e-06
"Grik4",1.87338339186483e-10,0.291229510935172,0.294,0.212,3.88783255313709e-06
"Enpp2",2.32917270040154e-10,-0.246400323620235,0.668,0.681,4.83373210514332e-06
"Srrm2",2.4449920246126e-10,0.328993677584369,0.295,0.213,5.07409194867852e-06
"Prtfdc1",3.375944803393e-10,0.306659771479711,0.387,0.297,7.00609825048148e-06
"Pip4k2a",3.58417174668761e-10,0.246284019546235,0.512,0.408,7.43823162590081e-06
"Dixdc1",3.661879868521e-10,0.295422322575392,0.273,0.194,7.59949929114164e-06
"Clmn",6.56232367339646e-10,0.277828889340785,0.358,0.269,1.36187903193997e-05
"Pllp",6.87042559963171e-10,0.246353039792049,0.29,0.208,1.42581942469157e-05
"Snx24",8.80148968253274e-10,0.247471133000427,0.448,0.348,1.82657315381602e-05
"Bcl2l1",9.32862989188167e-10,0.275771022199845,0.32,0.234,1.9359705614622e-05
"Arhgap23",1.44170609093776e-09,0.249730484822388,0.481,0.384,2.99197265052314e-05
"Foxp1",1.94749444638486e-09,0.279083413302877,0.33,0.248,4.0416352245825e-05
"Map4k5",4.63288068604874e-09,0.259914786946685,0.402,0.313,9.61461728775696e-05
"Gpr37",4.94460005543584e-09,0.259104620892277,0.268,0.195,0.00010261528495046
"Lap3",5.12963775874145e-09,0.241946522173679,0.368,0.28,0.000106455372407161
"Fhit",7.16154830373905e-09,-0.319771972508249,0.438,0.474,0.000148623611947496
"Jam3",8.25653819242445e-09,0.279045262772766,0.269,0.198,0.000171347937107385
"Luc7l2",9.73922698529986e-09,-0.292468768000035,0.498,0.521,0.000202118177625928
"Rhou",1.08632884797265e-08,0.19844363858078,0.341,0.256,0.000225445825819765
"Stard13",1.14820153850601e-08,0.234346757871841,0.347,0.263,0.000238286265286152
"Impact",1.644023159465e-08,0.207259052016751,0.38,0.291,0.000341184126283772
"Magi2",1.71496801346781e-08,-0.133493474120726,0.969,0.967,0.000355907311834975
"Vmp1",1.98793109042683e-08,0.196862366141944,0.413,0.322,0.00041255533919628
"Appl2",2.95298974303531e-08,-0.468516552310308,0.266,0.304,0.000612833961372119
"Prpf4b",3.002395244062e-08,0.215047358511,0.432,0.341,0.000623087085000188
"Fryl",3.45065239171666e-08,0.167640038981931,0.5,0.401,0.000716113890852958
"Dnm3",3.90993723793478e-08,0.172391823313834,0.737,0.639,0.000811429274988604
"Snrnp70",4.3526937253508e-08,0.229639530264769,0.359,0.274,0.00090331452882205
"Otud7a",4.78099215976098e-08,0.196834337314598,0.348,0.266,0.000992199302915196
"Ttll5",5.94736802674127e-08,0.152852250434685,0.697,0.593,0.00123425728658962
"Ctnna3",6.7161748064357e-08,-0.132088949370763,0.887,0.889,0.0013938077575796
"Bin1",6.88164455051043e-08,0.162298143462372,0.616,0.507,0.00142814769356743
"Arhgap21",8.49034873007939e-08,0.187493229573609,0.459,0.366,0.00176200207195338
"Slc12a2",1.01538251393334e-07,0.213787921931009,0.494,0.404,0.00210722333116586
"Lrch3",1.0843360260373e-07,0.233340147782347,0.256,0.19,0.00225032255483521
"Epb41l4b",2.34411645998893e-07,0.207863538087038,0.406,0.321,0.00486474488941502
"Cyth1",2.61215449674063e-07,0.214153091302861,0.257,0.192,0.00542100422708584
"Spock1",3.46870774241332e-07,0.162584291702462,0.748,0.66,0.00719860917783036
"Grid2",3.73212216383406e-07,-0.338923463457113,0.454,0.478,0.00774527312660482
"Rnf43",4.21145515962159e-07,0.190500016601998,0.396,0.318,0.00874003289276268
"Qdpr",4.39953145369335e-07,0.147178352500455,0.3,0.225,0.00913034762584981
"Pik3r1",6.21296660670011e-07,0.241813724762612,0.269,0.205,0.0128937695988847
"Serinc5",6.56950867365527e-07,-0.396327051734101,0.318,0.347,0.0136337013504368
"Tubb4a",7.71556858056064e-07,0.161542817989819,0.726,0.626,0.0160121194752375
"Cab39l",8.29901578185312e-07,0.189623234248459,0.479,0.393,0.0172229474520798
"Creb5",1.00946754591817e-06,0.158757355733754,0.432,0.348,0.0209494799804398
"Dpysl2",1.03789167811802e-06,0.178766654907866,0.436,0.348,0.0215393659959833
"Fus",1.48045341677349e-06,0.221890925077341,0.283,0.218,0.0307238497583003
"Exoc6b",1.55909317222283e-06,0.181195144131216,0.434,0.352,0.0323558606031403
"Phactr1",1.84464246234989e-06,0.134113406453492,0.539,0.449,0.0382818650211474
"RGD1563888",1.9765900994238e-06,0.167639442240797,0.349,0.275,0.0410201743333421
"Lpar1",2.03785295426706e-06,0.171705626492409,0.377,0.302,0.0422915623599042
"Clic4",2.0945154638601e-06,0.218024374010185,0.283,0.219,0.0434674794214887
"Tcf4",2.09784788988792e-06,0.181792612791803,0.514,0.423,0.043536637258844
"Inpp5f",2.10499914309132e-06,0.157038868742726,0.417,0.336,0.0436850472165742
"Pbx3",2.19425259065423e-06,-0.447999326712108,0.328,0.36,0.0455373240138472
"ENSRNOG00000070284",2.34995754183145e-06,0.176845160124583,0.251,0.189,0.0487686688656281
